show_id,note_seq,note
"2019-07-17_-_Ottobar_-_Baltimore,_MD",1,Songs 7 through 9 were played by John Darnielle solo.
"2019-07-17_-_Ottobar_-_Baltimore,_MD",2,The encore was songs 17 through 24.
"2019-07-18_-_Ottobar_-_Baltimore,_MD",1,Song 7 was played by John Darnielle and Matt Douglas .
"2019-07-18_-_Ottobar_-_Baltimore,_MD",2,Songs 8 and 9 were played by John Darnielle solo.
"2019-07-18_-_Ottobar_-_Baltimore,_MD",3,The first encore was songs 16 through 20.
"2019-07-18_-_Ottobar_-_Baltimore,_MD",4,The second encore was song 21.
"2019-07-18_-_Ottobar_-_Baltimore,_MD",5,"John Darnielle joined opener Erin McKeown for her cover of "" Jenny "" during the opening set ( partial video )."
"2019-07-19_-_Union_Transfer_-_Philadelphia,_PA",1,Song 7 was played by John Darnielle and Matt Douglas .
"2019-07-19_-_Union_Transfer_-_Philadelphia,_PA",2,Songs 8 through 9 were played by John Darnielle solo.
"2019-07-19_-_Union_Transfer_-_Philadelphia,_PA",3,The encore was songs 17 through 22.
"2019-07-20_-_Union_Transfer_-_Philadelphia,_PA",1,Song 7 and 8 were played by John Darnielle and Matt Douglas .
"2019-07-20_-_Union_Transfer_-_Philadelphia,_PA",2,Songs 9 and 10 were played by John Darnielle solo.
"2019-07-20_-_Union_Transfer_-_Philadelphia,_PA",3,The first encore was songs 17 through 22.
"2019-07-20_-_Union_Transfer_-_Philadelphia,_PA",4,The second encore was songs 23 and 24.
"2019-07-20_-_Union_Transfer_-_Philadelphia,_PA",5,Erin McKeown sang and played a shaker on song 20.
"2019-07-20_-_Union_Transfer_-_Philadelphia,_PA",6,"John Darnielle , on keys, joined opener Erin McKeown for her cover of ""Jenny"" during the opening set."
"2019-07-20_-_Union_Transfer_-_Philadelphia,_PA",7,"Matt Douglas , on sax, joined opener Erin McKeown for her song ""You, Sailor"" during the opening set."
"2019-07-22_-_Asbury_Lanes_-_Asbury_Park,_NJ",1,Song 7 was performed by John Darnielle and Matt Douglas .
"2019-07-22_-_Asbury_Lanes_-_Asbury_Park,_NJ",2,The solo set was songs 8 through 10.
"2019-07-22_-_Asbury_Lanes_-_Asbury_Park,_NJ",3,"John Darnielle began his solo set trying to play For the Krishnacore Bands , but couldn't remember it well enough to finish."
"2019-07-22_-_Asbury_Lanes_-_Asbury_Park,_NJ",4,This was the first known live performance of Warm Lonely Planet .
"2019-07-22_-_Asbury_Lanes_-_Asbury_Park,_NJ",5,"John Darnielle joined opener Erin McKeown for her cover of "" Jenny "" during the opening set ( video )."
"2019-07-23_-_The_Jefferson_-_Charlottesville,_VA",1,Song 7 was played by John Darnielle and Matt Douglas .
"2019-07-23_-_The_Jefferson_-_Charlottesville,_VA",2,Songs 8 and 9 were played by John Darnielle solo.
"2019-07-23_-_The_Jefferson_-_Charlottesville,_VA",3,The first encore was songs 17 through 22.
"2019-07-23_-_The_Jefferson_-_Charlottesville,_VA",4,The second encore was song 23.
"2019-08-08_-_The_Broadberry_-_Richmond,_VA",1,Song 7 was played by John Darnielle and Matt Douglas .
"2019-08-08_-_The_Broadberry_-_Richmond,_VA",2,Songs 8 and 9 were played by John Darnielle solo.
"2019-08-08_-_The_Broadberry_-_Richmond,_VA",3,This was the first live performance of Scavenger Babies since 2003.
"2019-08-08_-_The_Broadberry_-_Richmond,_VA",4,The encore was songs 17 through 22.
"2019-08-08_-_The_Broadberry_-_Richmond,_VA",5,YouTube has a clip of banter from an undetermined part of the show.
"2019-08-09_-_College_Street_Music_Hall_-_New_Haven,_CT",1,Song 7 was played by John Darnielle and Matt Douglas .
"2019-08-09_-_College_Street_Music_Hall_-_New_Haven,_CT",2,"Songs 8, 9 and 10 were played by John Darnielle solo."
"2019-08-09_-_College_Street_Music_Hall_-_New_Haven,_CT",3,The encore was songs 18 through 24.
"2019-08-10_-_SummerStage_-_New_York,_NY",1,Song 8 was played by John Darnielle and Matt Douglas .
"2019-08-10_-_SummerStage_-_New_York,_NY",2,Songs 9 and 10 were played by John Darnielle solo. Peter Hughes sang backing vocals on song 10.
"2019-08-10_-_SummerStage_-_New_York,_NY",3,The encore was songs 18 through 21.
"2019-08-16_-_Music_in_the_Mill_-_Hickory,_NC",1,Song 7 was played by John Darnielle and Matt Douglas .
"2019-08-16_-_Music_in_the_Mill_-_Hickory,_NC",2,"Songs 8, 9 and 10 were played by John Darnielle solo."
"2019-08-16_-_Music_in_the_Mill_-_Hickory,_NC",3,The encore was songs 18 through 27.
"2019-11-09_-_Slaktkyrkan_-_Stockholm,_Sweden",1,The encore was songs 18 through 22.
"2019-11-10_-_Rockefeller_-_Oslo,_Norway",1,Songs 8 through 10 were played solo by John Darnielle .
"2019-11-10_-_Rockefeller_-_Oslo,_Norway",2,"This was the first live performance of "" Doc Gooden ."""
"2019-11-10_-_Rockefeller_-_Oslo,_Norway",3,The encore was songs 18 through 22.
"2019-11-11_-_Pustervik_-_Gothenburg,_Sweden",1,Songs 8 through 10 were played solo by John Darnielle .
"2019-11-11_-_Pustervik_-_Gothenburg,_Sweden",2,Laura Cortese and the Dance Cards (the opening act) joined in on songs 14 through 17.
"2019-11-11_-_Pustervik_-_Gothenburg,_Sweden",3,The encore was songs 18 through 22.
"2019-11-14_-_De_Helling_-_Utrecht,_The_Netherlands",1,Songs 5 through 8 were played solo by John Darnielle .
"2019-11-14_-_De_Helling_-_Utrecht,_The_Netherlands",2,Laura Cortese and the Dance Cards (the opening act) joined in on songs 15 through 18.
"2019-11-14_-_De_Helling_-_Utrecht,_The_Netherlands",3,The encore was songs 19 through 21.
"2019-11-15_-_O2_Shepherd's_Bush_Empire_-_London,_England",1,Songs 9 through 11 were played solo by John Darnielle .
"2019-11-15_-_O2_Shepherd's_Bush_Empire_-_London,_England",2,Laura Cortese and the Dance Cards (the opening act) joined in on songs 15 through 18.
"2019-11-15_-_O2_Shepherd's_Bush_Empire_-_London,_England",3,The encore was songs 19 through 22.
"2019-11-16_-_Brudenell_Social_Club_-_Leeds,_England",1,Songs 8 through 11 were played solo by John Darnielle .
"2019-11-16_-_Brudenell_Social_Club_-_Leeds,_England",2,Laura Cortese and the Dance Cards (the opening act) joined in on songs 15 through 18.
"2019-11-16_-_Brudenell_Social_Club_-_Leeds,_England",3,The encore was songs 19 through 23.
"2019-11-17_-_Brudenell_Social_Club_-_Leeds,_England",1,Songs 8 through 10 were played solo by John Darnielle .
"2019-11-17_-_Brudenell_Social_Club_-_Leeds,_England",2,The encore was songs 19 through 22.
"2019-11-18_-_St._Luke's_-_Glasgow,_Scotland",1,Songs 7 through 10 were played solo by John Darnielle .
"2019-11-18_-_St._Luke's_-_Glasgow,_Scotland",2,Laura Cortese and the Dance Cards (the opening act) joined in on songs 14 through 16.
"2019-11-18_-_St._Luke's_-_Glasgow,_Scotland",3,The encore was songs 18 through 21.
"2019-11-20_-_Button_Factory_-_Dublin,_Ireland",1,Songs 8 through 11 were played solo by John Darnielle .
"2019-11-20_-_Button_Factory_-_Dublin,_Ireland",2,Laura Cortese and the Dance Cards (the opening act) joined in on songs 16-17 and 21-23.
"2019-11-20_-_Button_Factory_-_Dublin,_Ireland",3,The encore was songs 18 through 24.
"2019-11-22_-_Sala_0_-_Madrid,_Spain",1,Songs 7 and 8 were played solo by John Darnielle .
"2019-11-22_-_Sala_0_-_Madrid,_Spain",2,Laura Cortese and the Dance Cards (the opening act) joined in on songs 12 through 15.
"2019-11-22_-_Sala_0_-_Madrid,_Spain",3,The encore was song 16.
"2019-11-23_-_Cafe_Torgal_-_Ourense,_Spain",1,Songs 8 through 10 were played solo by John Darnielle .
"2019-11-23_-_Cafe_Torgal_-_Ourense,_Spain",2,Laura Cortese (the opening act) joined in on songs 14 through 20.
"2019-11-23_-_Cafe_Torgal_-_Ourense,_Spain",3,The encore was songs 18 through 20.
"2019-11-24_-_Lisboa_ao_Vivo_-_Lisbon,_Portugal",1,The first encore was songs 17 through 19.
"2019-11-24_-_Lisboa_ao_Vivo_-_Lisbon,_Portugal",2,The second encore was song 20.
"2019-05-19_-_D&D_Live_2019:_The_Descent_-_Los_Angeles,_CA",1,Song 1 was played by John Darnielle with Chris Funk and members of Cardioid.
"2019-05-19_-_D&D_Live_2019:_The_Descent_-_Los_Angeles,_CA",2,Songs 2 through 9 were played by John Darnielle solo.
"2019-05-19_-_D&D_Live_2019:_The_Descent_-_Los_Angeles,_CA",3,"Green Olives was played during soundcheck, but only part of the song was audible. ( Partial video )"
"2019-03-14_-_eTown_Hall_-_Boulder,_CO",1,Songs 1 and 4 were performed by John Darnielle and Matt Douglas .
"2019-03-14_-_eTown_Hall_-_Boulder,_CO",2,"Songs 2 and 3 were performed by John Darnielle , Matt Douglas , and the eTown house band."
"2019-03-14_-_eTown_Hall_-_Boulder,_CO",3,"Song 5 was performed by John Darnielle , Matt Douglas , Joe Sampson, and the eTown house band."
"2019-07-16-_The_Late_Show_with_Stephen_Colbert_-_New_York,_NY",1,"Stephen Colbert sang the chorus and second verse of ""This Year""; Colbert and John Darnielle sang the last verse together."
"2019-12-06_-_The_Haw_River_Ballroom_-_Graham,_NC",1,Song 7 was played by John Darnielle and Matt Douglas .
"2019-12-06_-_The_Haw_River_Ballroom_-_Graham,_NC",2,Songs 8 through 10 were played solo by John Darnielle.
"2019-12-06_-_The_Haw_River_Ballroom_-_Graham,_NC",3,The first encore was songs 17 through 21.
"2019-12-06_-_The_Haw_River_Ballroom_-_Graham,_NC",4,The second encore was song 22.
"2019-12-07_-_The_Haw_River_Ballroom_-_Graham,_NC",1,Song 7 was played by John Darnielle and Peter Hughes .
"2019-12-07_-_The_Haw_River_Ballroom_-_Graham,_NC",2,Songs 8 through 11 were played solo by John Darnielle.
"2019-12-07_-_The_Haw_River_Ballroom_-_Graham,_NC",3,The encore was song 18.
"2020-02-20_-_Swedish_American_Hall_-_San_Francisco,_CA",1,This was a John Darnielle solo show.
"2020-02-20_-_Swedish_American_Hall_-_San_Francisco,_CA",2,"Songs 7, 10, and 18 were performed live for the first time."
"2020-02-20_-_Swedish_American_Hall_-_San_Francisco,_CA",3,John said song 7 was a We Shall All Be Healed outtake.
"2020-02-20_-_Swedish_American_Hall_-_San_Francisco,_CA",4,Songs 20 and 21 were played by request.
"2020-02-20_-_Swedish_American_Hall_-_San_Francisco,_CA",5,The encore was songs 18 through 21.
"2020-02-20_-_Swedish_American_Hall_-_San_Francisco,_CA",6,"The setlist for these shows was written for all three at once - songs that were written down but not played include "" Going to Dade County "" and "" Wild Palm City """
"2020-02-21_-_Swedish_American_Hall_-_San_Francisco,_CA",1,This was a John Darnielle solo show.
"2020-02-21_-_Swedish_American_Hall_-_San_Francisco,_CA",2,"John said the theme of this show was ""slipknots"": ""all songs that are sitting in a place by themselves."""
"2020-02-21_-_Swedish_American_Hall_-_San_Francisco,_CA",3,This show was the first live performance of Song for Ted Sallis .
"2020-02-21_-_Swedish_American_Hall_-_San_Francisco,_CA",4,Songs 1 and 11 were performed on piano.
"2020-02-21_-_Swedish_American_Hall_-_San_Francisco,_CA",5,The encore was songs 15 through 19.
"2020-02-22_-_Swedish_American_Hall_-_San_Francisco,_CA",1,This was a John Darnielle solo show.
"2020-02-22_-_Swedish_American_Hall_-_San_Francisco,_CA",2,"John said the theme for this show was ""graduating points"": songs in which he ""figured out how to do something."""
"2020-02-22_-_Swedish_American_Hall_-_San_Francisco,_CA",3,Songs 11 through 13 were performed on piano.
"2020-02-22_-_Swedish_American_Hall_-_San_Francisco,_CA",4,Song 13 was a song John wrote for his son; he requested that it not be recorded.
"2020-02-22_-_Swedish_American_Hall_-_San_Francisco,_CA",5,Song 18 was played by request.
"2020-02-22_-_Swedish_American_Hall_-_San_Francisco,_CA",6,The encore was songs 17 through 21.
"2019-09-28_-_City_Winery_-_Philadelphia,_PA",1,This was a John Darnielle solo show.
"2019-09-28_-_City_Winery_-_Philadelphia,_PA",2,The encore was songs 19 through 25.
"2019-09-28_-_City_Winery_-_Philadelphia,_PA",3,John Darnielle played piano on songs 9 through 12. The rest of the songs were played on guitar.
"2019-09-28_-_City_Winery_-_Philadelphia,_PA",4,"John read the poem ""Good Bones"" by Maggie Smith before playing song 8."
"2021-08-16_-_Meow_Wolf_-_Santa_Fe,_NM",1,Songs 7 to 10 were played solo by John Darnielle .
"2021-08-16_-_Meow_Wolf_-_Santa_Fe,_NM",2,The encore was songs 19 to 24.
"2021-08-16_-_Meow_Wolf_-_Santa_Fe,_NM",3,Setlist may have some errors in order or omissions as of 8/17/21.
"2019-11-17_-_Jumbo_Records_-_Leeds,_England",1,Laura Cortese and the Dance Cards played on songs 5 through 7.
"2021-08-19_-_Gothic_Theatre_-_Englewood,_CO",1,Songs 8 and 9 were played solo by John Darnielle .
"2021-08-19_-_Gothic_Theatre_-_Englewood,_CO",2,Song 10 was played by John Darnielle and Matt Douglas .
"2021-08-19_-_Gothic_Theatre_-_Englewood,_CO",3,The encore was songs 19 to 24.
"2021-08-06_-_The_Orange_Peel_-_Asheville,_NC",1,Songs 8 and 9 were played solo by John Darnielle .
"2021-08-06_-_The_Orange_Peel_-_Asheville,_NC",2,Song 10 was played by John Darnielle and Matt Douglas .
"2021-08-06_-_The_Orange_Peel_-_Asheville,_NC",3,The encore was songs 18 to 21.
"2021-08-06_-_The_Orange_Peel_-_Asheville,_NC",4,No title was given for song 9 during the show.
"2021-08-06_-_The_Orange_Peel_-_Asheville,_NC",5,This was the first in-person live show since the start of the COVID-19 pandemic.
"2021-08-06_-_The_Orange_Peel_-_Asheville,_NC",6,"A few hours before the doors opened, John tweeted , ""Feels very very good to start writing up a set list for the first time since February 2020"""
"2021-08-06_-_The_Orange_Peel_-_Asheville,_NC",7,"That night, John tweeted , ""To stand on stage and play for you tonight, Asheville, was to experience a homecoming we have yearned for — thank you, from all of us, for this special night"""
"2021-08-07_-_Variety_Playhouse_-_Atlanta,_GA",1,Songs 8 to 10 were played solo by John Darnielle .
"2021-08-07_-_Variety_Playhouse_-_Atlanta,_GA",2,The encore was songs 18 to 20.
"2021-08-07_-_Variety_Playhouse_-_Atlanta,_GA",3,"John intended to play ""You or Your Memory"" as the fourth song because he did not want to play two new songs in a row, but he had already begun to introduce ""The New Hydra Collection"" and went with it."
"2021-08-07_-_Variety_Playhouse_-_Atlanta,_GA",4,"""The Diaz Brothers"" was played spontaneously in place of a different song, which was not mentioned."
"2021-08-07_-_Variety_Playhouse_-_Atlanta,_GA",5,"John intended to wear a black Y&T shirt to the show but decided that it was too tight. Instead, he wore a pink blazer and patterned dark blue button-up."
"2021-08-07_-_Variety_Playhouse_-_Atlanta,_GA",6,"John described a song that he expects would have been popular if he had written it when NASCAR was at its peak called ""Turn Left."" It would have taken the narrator from learning how to drive as a child to his death in the third verse, when he would only have 'one turn left' in the style of a country song."
"2021-08-07_-_Variety_Playhouse_-_Atlanta,_GA",7,"At the end of ""Tollund Man,"" John sang the first verse of ""For You"" by Electronic."
"2021-08-08_-_Saturn_-_Birmingham,_AL",1,Songs 8 to 10 were played solo by John Darnielle .
"2021-08-08_-_Saturn_-_Birmingham,_AL",2,The encore was songs 18 to 21.
"2021-08-13_-_Paper_Tiger_-_San_Antonio,_TX",1,Songs 8 to 10 were played solo by John Darnielle .
"2021-08-13_-_Paper_Tiger_-_San_Antonio,_TX",2,The first encore was songs 17 to 20.
"2021-08-13_-_Paper_Tiger_-_San_Antonio,_TX",3,The second encore was songs 21 and 22.
"2021-08-10_-_The_Mohawk_-_Austin,_TX",1,Songs 8 to 11 were played solo by John Darnielle .
"2021-08-10_-_The_Mohawk_-_Austin,_TX",2,The encore was song 20.
"2021-08-12_-_White_Oak_Music_Hall_-_Houston,_TX",1,Songs 8 to 10 were played solo by John Darnielle .
"2021-08-12_-_White_Oak_Music_Hall_-_Houston,_TX",2,The encore was songs 19 to 21.
"2021-08-12_-_White_Oak_Music_Hall_-_Houston,_TX",3,This show was originally scheduled as a full band show . It was changed to a solo show when it was rescheduled to October 2020 ; it went back to a full band show with the second reschedule.
"2021-08-12_-_White_Oak_Music_Hall_-_Houston,_TX",4,"Setlist may have some errors in order; specifically, it's unclear when ""See America Right"" was played."
"2021-08-15_-_Meow_Wolf_-_Santa_Fe,_NM",1,Songs 7 and 8 were played solo by John Darnielle .
"2021-08-15_-_Meow_Wolf_-_Santa_Fe,_NM",2,Song 9 was played by John Darnielle and Matt Douglas .
"2021-08-15_-_Meow_Wolf_-_Santa_Fe,_NM",3,The encore was songs 16 to 19.
"2021-08-15_-_Meow_Wolf_-_Santa_Fe,_NM",4,Setlist may have some errors in order or omissions as of 8/17/21.
"2021-08-24_-_Space_-_Evanston,_IL",1,Songs 8 to 10 were played solo by John Darnielle .
"2021-08-24_-_Space_-_Evanston,_IL",2,The encore was songs 17 to 20.
"2021-08-25_-_Space_-_Evanston,_IL",1,Songs 8 to 10 were played solo by John Darnielle .
"2021-08-25_-_Space_-_Evanston,_IL",2,The encore was songs 17 to 21.
"2021-08-23_-_Pabst_Theater_-_Milwaukee,_WI",1,Songs 8 and 9 were played solo by John Darnielle .
"2021-08-23_-_Pabst_Theater_-_Milwaukee,_WI",2,Song 10 was played by John Darnielle and Matt Douglas .
"2021-08-23_-_Pabst_Theater_-_Milwaukee,_WI",3,The encore was songs 18 to 23.
"2021-08-26_-_Royal_Oak_Music_Theatre_-_Royal_Oak,_MI",1,Songs 8 to 11 were played solo by John Darnielle .
"2021-08-26_-_Royal_Oak_Music_Theatre_-_Royal_Oak,_MI",2,The encore was songs 21 to 27.
"2021-08-26_-_Royal_Oak_Music_Theatre_-_Royal_Oak,_MI",3,This show was moved to the Royal Oak Music Theatre from the Majestic Theater .
"2021-09-17_-_Tower_Theatre_-_Oklahoma_City,_OK",1,This was a John Darnielle solo show.
"2021-09-17_-_Tower_Theatre_-_Oklahoma_City,_OK",2,Songs 8 to 10 were played on piano; all other songs were played on guitar.
"2021-09-17_-_Tower_Theatre_-_Oklahoma_City,_OK",3,The encore was songs 19 to 22.
"2021-09-17_-_Tower_Theatre_-_Oklahoma_City,_OK",4,"This was the first live performance of "" Before I Got There ."""
"2021-09-16_-_Kessler_Theater_-_Dallas,_TX",1,This was a John Darnielle solo show.
"2021-09-16_-_Kessler_Theater_-_Dallas,_TX",2,Songs 8 to 10 were played on piano; all other songs were played on guitar.
"2021-09-16_-_Kessler_Theater_-_Dallas,_TX",3,The encore was songs 18 to 22.
"2021-09-16_-_Kessler_Theater_-_Dallas,_TX",4,"This was the first live performance of "" Incandescent Ruins ."""
"2021-09-26_-_Musikfest_Cafe_-_Bethlehem,_PA",1,This was a John Darnielle solo show.
"2021-09-26_-_Musikfest_Cafe_-_Bethlehem,_PA",2,Songs 8 to 10 were played on piano; all other songs were played on guitar.
"2021-09-26_-_Musikfest_Cafe_-_Bethlehem,_PA",3,The encore was songs 18 to 22.
"2021-09-25_-_Levon_Helm_Studios_-_Woodstock,_NY",1,This was a John Darnielle solo show.
"2021-09-25_-_Levon_Helm_Studios_-_Woodstock,_NY",2,Songs 7 to 9 and 19 were played on piano; all other songs were played on guitar.
"2021-09-25_-_Levon_Helm_Studios_-_Woodstock,_NY",3,The encore was songs 16 to 19.
"2021-09-24_-_Gateway_City_Arts_-_Holyoke,_MA",1,This was a John Darnielle solo show.
"2021-09-24_-_Gateway_City_Arts_-_Holyoke,_MA",2,Songs 8 to 10 were played on piano; all other songs were played on guitar.
"2021-09-24_-_Gateway_City_Arts_-_Holyoke,_MA",3,The encore was songs 19 to 23.
"2021-09-07_-_City_Winery_-_New_York,_NY",1,This was a John Darnielle solo show.
"2021-09-07_-_City_Winery_-_New_York,_NY",2,Songs 8 to 10 were played on piano; all other songs were played on guitar.
"2021-09-07_-_City_Winery_-_New_York,_NY",3,The encore was songs 18 to 22.
"2021-09-07_-_City_Winery_-_New_York,_NY",4,"Before the show, John Darnielle tweeted an aerial view photo of New York City along with the caption: I have missed you so, so much."
"2021-09-07_-_City_Winery_-_New_York,_NY",5,"This show occured during Rosh Hashana, the Jewish New Year. That night, John tweeted : The several voices giving an extra cheer when I got to the “feasting and dancing” line tonight gave me LIFE, thank you. He agreed that it was a ""special night, in [his] opinion."""
"2021-09-08_-_City_Winery_-_New_York,_NY",1,This was a John Darnielle solo show.
"2021-09-08_-_City_Winery_-_New_York,_NY",2,Songs 8 to 10 were played on piano; all other songs were played on guitar.
"2021-09-08_-_City_Winery_-_New_York,_NY",3,The encore was songs 18 to 22.
"2021-08-11_-_The_Mohawk_-_Austin,_TX",1,Songs 8 to 10 were played solo by John Darnielle .
"2021-08-11_-_The_Mohawk_-_Austin,_TX",2,The encore was songs 17 to 20.
"2020-05-10_-_Can't_Be_There_Today:_Billy_Bragg_and_The_City_Winery_All-Stars_-_Durham,_NC",1,"From the event announcement : Inspired by Billy Bragg's recent Mother's Day video release for his song ""Can't Be There Today,"" City Winery and Billy are co-producing a special multi-artist Mother's Day concert that will be broadcast on YouTube on May 10th, 2020 beginning at 5PM Eastern Time."
"2020-06-15_-_WNYC_Session_-_New_York,_NY",1,This set was recorded over video call for WNYC's Newsounds Podcast.
"2020-06-15_-_WNYC_Session_-_New_York,_NY",2,"The third song was going to be a different song from Songs for Pierre Chuvin , but John played Exegetic Chains instead."
"2020-10-22_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",1,"The date in the show title indicates the date this session was streamed online. This show, along with 2020-10-29 - The Jordan Lake Sessions - Pittsboro, NC , were filmed on August 8 and 9, 2020 at Manifold Recording . [ 1 ]"
"2020-10-22_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",2,This show appears as the first volume of the live album The Jordan Lake Sessions - Volumes 1 and 2 .
"2020-10-22_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",3,"This was the first live performance of "" Aulon Raid "" and "" Getting Into Knives ."""
"2020-10-29_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",1,"The date in the show title indicates the date this session was streamed online. This show, along with 2020-10-22 - The Jordan Lake Sessions - Pittsboro, NC , were filmed on August 8 and 9, 2020 at Manifold Recording . [ 1 ]"
"2020-10-29_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",2,This show appears as the second volume of the live album The Jordan Lake Sessions - Volumes 1 and 2 .
"2020-10-29_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",3,Songs 8 through 10 were played by John Darnielle solo.
"2020-10-29_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",4,The encore was songs 16 through 19.
"2021-01-08_-_The_Late_Show_with_Stephen_Colbert_-_New_York,_NY",1,The performance was pre-recorded at Overdub Lane Recording in Durham .
"2020-12-04_-_Studio_Milwaukee_Session_-_Raleigh,_NC",1,"This was the first live performance of "" Corsican Mastiff Stride "" and "" Tidal Wave ."""
2021-03-31_-_Get_Lit_with_All_of_It_-_Virtual,1,This recording featured a live interview; the song performances were pre-recorded.
"2021-04-18_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",1,"The date in the show title indicates the date this session was streamed online. This show, along with 2021-04-19 - The Jordan Lake Sessions - Pittsboro, NC , were prerecorded on February 27 and 28, 2021 at Manifold Recording . [ 1 ]"
"2021-04-18_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",2,This show appears as the third volume on the live album The Jordan Lake Sessions - Volumes 3 and 4 .
"2021-04-18_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",3,Songs 7 through 9 were played by John Darnielle solo.
"2021-04-18_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",4,"This was the first live performance of  "" Bell Swamp Connection ,"" "" Dark in Here ,"" "" Korean Bird Paintings ,"" and "" Pez Dorado ."""
"2021-04-18_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",5,"A video of John playing "" The Anglo-Saxons "" was posted to Facebook shortly after the stream ended as an encore."
"2021-04-19_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",1,"The date in the show title indicates the date this session was streamed online. This show, along with 2021-04-18 - The Jordan Lake Sessions - Pittsboro, NC , were prerecorded on February 27 and 28, 2021 at Manifold Recording . [ 1 ]"
"2021-04-19_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",2,This show appears as the fourth volume on the live album The Jordan Lake Sessions - Volumes 3 and 4 .
"2021-04-19_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",3,Song 7 was played solo by John Darnielle .
"2021-04-19_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",4,Songs 8 through 10 were played by John Darnielle and Matt Douglas .
"2021-04-19_-_The_Jordan_Lake_Sessions_-_Pittsboro,_NC",5,"This was the first live performance of "" Exegetic Chains ,"" "" Hair Match ,"" "" Until Olympius Returns "", and "" Wolf Count ."""
"2021-09-18_-_Liberty_Hall_-_Lawrence,_KS",1,This was a John Darnielle solo show.
"2021-09-18_-_Liberty_Hall_-_Lawrence,_KS",2,Songs 9 to 11 and 19 were played on piano; all other songs were played on guitar.
"2021-09-18_-_Liberty_Hall_-_Lawrence,_KS",3,The encore was songs 19 to 22.
"2021-09-18_-_Liberty_Hall_-_Lawrence,_KS",4,This show was moved to Liberty Hall due to renovations at the Granada Theater.
"2021-09-18_-_Liberty_Hall_-_Lawrence,_KS",5,Review of the show
"2021-09-19_-_George's_Majestic_Lounge_-_Fayetteville,_AR",1,This was a John Darnielle solo show.
"2021-09-19_-_George's_Majestic_Lounge_-_Fayetteville,_AR",2,Songs 8 to 10 were played on piano; all other songs were played on guitar.
"2021-09-19_-_George's_Majestic_Lounge_-_Fayetteville,_AR",3,The encore was songs 17 to 20.
"2021-09-23_-_The_Queen_-_Wilmington,_DE",1,This was a John Darnielle solo show.
"2021-09-23_-_The_Queen_-_Wilmington,_DE",2,Songs 8 to 10 were played on piano; all other songs were played on guitar.
"2021-09-23_-_The_Queen_-_Wilmington,_DE",3,The encore was songs 17 to 20.
"2021-10-25_-_Brooklyn_Made_-_New_York,_NY",1,Songs 8 and 9 were played by John Darnielle solo.
"2021-10-25_-_Brooklyn_Made_-_New_York,_NY",2,The encore was songs 18 to 23.
"2021-10-26_-_Brooklyn_Made_-_New_York,_NY",1,Songs 8 and 9 were played by John Darnielle solo.
"2021-10-26_-_Brooklyn_Made_-_New_York,_NY",2,The encore was songs 19 to 23.
"2021-10-27_-_Brooklyn_Made_-_New_York,_NY",1,Songs 8 and 9 were played by John Darnielle solo.
"2021-10-27_-_Brooklyn_Made_-_New_York,_NY",2,The encore was songs 19 to 23.
"2021-08-18_-_The_Black_Sheep_-_Colorado_Springs,_CO",1,Songs 7 to 10 were played solo by John Darnielle .
"2021-08-18_-_The_Black_Sheep_-_Colorado_Springs,_CO",2,The encore was songs 18 to 22.
"2021-08-20_-_Larimer_Lounge_-_Denver,_CO",1,Songs 8 to 10 were played solo by John Darnielle .
"2021-08-20_-_Larimer_Lounge_-_Denver,_CO",2,The encore was songs 18 to 22.
"2021-08-27_-_The_Athenaeum_Theatre_-_Columbus,_OH",1,Songs 8 to 10 were played solo by John Darnielle .
"2021-08-27_-_The_Athenaeum_Theatre_-_Columbus,_OH",2,The encore was songs 20 to 26.
"2021-09-09_-_City_Winery_-_New_York,_NY",1,This was a John Darnielle solo show.
"2021-09-09_-_City_Winery_-_New_York,_NY",2,Songs 9 to 11 were played on piano; all other songs were played on guitar.
"2021-09-09_-_City_Winery_-_New_York,_NY",3,The first encore was songs 18 to 22.
"2021-09-09_-_City_Winery_-_New_York,_NY",4,The second encore was songs 23 to 26.
"2021-09-21_-_Tellus360_-_Lancaster,_PA",1,This was a John Darnielle solo show.
"2021-09-21_-_Tellus360_-_Lancaster,_PA",2,Songs 8 to 10 were played on piano; all other songs were played on guitar.
"2021-09-21_-_Tellus360_-_Lancaster,_PA",3,The encore was songs 18 to 22.
