show_id,note_seq,note
"2017-10-09_-_Glasgow_Art_School_-_Glasgow,_Scotland",2,The encore was songs 18 through 21.
"2017-10-11_-_O2_Shepherd's_Bush_Empire_-_London,_England",1,Songs 7 through 9 were played by John Darnielle solo.
"2017-10-11_-_O2_Shepherd's_Bush_Empire_-_London,_England",2,"The first encore was songs 19 through 22, and the second encore was songs 23 and 24."
"2017-10-12_-_The_Haunt_-_Brighton,_England",1,The encore was song 20.
"2017-10-12_-_The_Haunt_-_Brighton,_England",2,Songs 7 through 11 were performed by John Darnielle solo.
"2017-10-13_-_De_Helling_-_Utrecht,_The_Netherlands",1,Songs 7 through 9 were performed by John Darnielle solo.
"2017-10-13_-_De_Helling_-_Utrecht,_The_Netherlands",2,The encore was songs 20 and 21.
"2017-10-13_-_De_Helling_-_Utrecht,_The_Netherlands",3,"Opening act Skylar Gudasz sang with the band on ""Wear Black""."
"2017-10-15_-_Pumpehuset_-_Copenhagen,_Denmark",1,Songs 7 through 10 were performed by John Darnielle solo.
"2017-10-15_-_Pumpehuset_-_Copenhagen,_Denmark",2,The encore was songs 19 through 21.
"2017-10-15_-_Pumpehuset_-_Copenhagen,_Denmark",3,"Opening act Skylar Gudasz sang with the band on ""Wear Black""."
"2017-10-16_-_Debaser_Strand_-_Stockholm,_Sweden",1,Songs 7 through 9 were performed by John Darnielle solo.
"2017-10-16_-_Debaser_Strand_-_Stockholm,_Sweden",2,The encore was songs 19 and 20.
"2017-10-17_-_John_Dee_-_Oslo,_Norway",1,Songs 7 through 10 were performed by John Darnielle solo.
"2017-10-17_-_John_Dee_-_Oslo,_Norway",2,The encore was songs 20 through 22.
"2017-10-05_-_Brudenell_Social_Club_-_Leeds,_England",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-10-05_-_Brudenell_Social_Club_-_Leeds,_England",2,The encore was songs 18 through 21.
"2017-06-06_-_Tractor_Tavern_-_Seattle,_WA",1,Songs 7 and 8 were performed by John Darnielle solo.
"2017-06-06_-_Tractor_Tavern_-_Seattle,_WA",2,Song 9 was performed by John and Matt Douglas .
"2017-06-06_-_Tractor_Tavern_-_Seattle,_WA",3,The encore was songs 16 through 18.
"2017-06-06_-_Tractor_Tavern_-_Seattle,_WA",4,The second encore was song 19.
"2017-05-19_-_Facebook_Live_Stream_-_Durham,_NC",1,"John Darnielle teased parts of "" Quetzalcoatl Eats Plums "" and "" Misty "" by Erroll Garner at various points during the stream."
"2017-09-06_-_The_Orange_Peel_-_Asheville,_NC",1,Songs 7 through 10 were played by John Darnielle solo.
"2017-09-06_-_The_Orange_Peel_-_Asheville,_NC",2,The encore was songs 18 through 21.
"2017-09-08_-_Bijou_Theatre_-_Knoxville,_TN",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-09-08_-_Bijou_Theatre_-_Knoxville,_TN",2,Song 7 was performed by Darnielle and Matt Douglas .
"2017-09-08_-_Bijou_Theatre_-_Knoxville,_TN",3,The encore was songs 18 through 24.
"2017-09-08_-_Bijou_Theatre_-_Knoxville,_TN",4,"Before the set, Darnielle joined opener Blank Range for their performance of Steely Dan's "" Dirty Work ""."
"2017-09-09_-_Headliners_-_Louisville,_KY",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-09-09_-_Headliners_-_Louisville,_KY",2,Song 7 was played by Darnielle and Matt Douglas .
"2017-09-09_-_Headliners_-_Louisville,_KY",3,The encore was songs 19 through 22.
"2017-09-09_-_Headliners_-_Louisville,_KY",4,YouTube video featuring clips of several songs
"2017-09-09_-_Headliners_-_Louisville,_KY",5,"Audio recording of ""Just a Closer Walk with Thee"" on archive.org"
"2017-09-10_-_The_Vogue_-_Indianapolis,_IN",1,Songs 7 through 9 were played by John Darnielle solo.
"2017-09-10_-_The_Vogue_-_Indianapolis,_IN",2,The encore was songs 17 through 22.
"2017-09-14_-_Madrid_Theatre_-_Kansas_City,_MO",1,Songs 7 through 9 were played by John Darnielle solo.
"2017-09-14_-_Madrid_Theatre_-_Kansas_City,_MO",2,The encore was songs 16 through 20.
"2017-09-16_-_Gothic_Theatre_-_Englewood,_CO",1,Songs 7 through 9 were played by John Darnielle solo.
"2017-09-16_-_Gothic_Theatre_-_Englewood,_CO",2,The encore was songs 16 through 20.
"2017-11-08_-_Calvin_Theatre_-_Northampton,_MA",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-11-08_-_Calvin_Theatre_-_Northampton,_MA",2,The encore was songs 18 through 21.
"2017-11-08_-_Calvin_Theatre_-_Northampton,_MA",3,"Lou Barlow joined the band for ""Puffin'""."
"2017-11-10_-_White_Eagle_Hall_-_Jersey_City,_NJ",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-11-10_-_White_Eagle_Hall_-_Jersey_City,_NJ",2,"The encore was songs 19 through 21, and the second encore was songs 22 through 24."
"2017-11-16_-_Majestic_Theatre_-_Detroit,_MI",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-11-16_-_Majestic_Theatre_-_Detroit,_MI",2,The encore was songs 17 through 20.
"2017-11-17_-_Riviera_Theatre_-_Chicago,_IL",1,Songs 8 through 11 were played by John Darnielle solo.
"2017-11-17_-_Riviera_Theatre_-_Chicago,_IL",2,"The encore was songs 18 through 22, and the second encore was song 23."
"2017-11-18_-_First_Avenue_-_Minneapolis,_MN",1,Songs 8 through 11 were played by John Darnielle solo.
"2017-11-18_-_First_Avenue_-_Minneapolis,_MN",2,"The encore was songs 18 through 22, and the second encore was song 23."
"2017-12-06_-_Carolina_Theatre_-_Durham,_NC",1,"Songs 10 and 11 were played by John Darnielle solo, and songs 8 and 9 were played by Darnielle and Matt Douglas ."
"2017-12-06_-_Carolina_Theatre_-_Durham,_NC",2,The encore was songs 18 through 20.
"2017-11-11_-_Union_Transfer_-_Philadelphia,_PA",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-11-11_-_Union_Transfer_-_Philadelphia,_PA",2,"The encore was songs 18 through 21, and the second encore was songs 22 and 23."
"2017-09-11_-_Sheldon_Concert_Hall_-_St._Louis,_MO",1,"""Liza Forever Minnelli"" and ""This Year"" were part of the encore."
"2017-09-11_-_Sheldon_Concert_Hall_-_St._Louis,_MO",2,"""It Froze Me"" and ""You Were Cool"" were part of John Darnielle 's solo set."
"2017-09-13_-_Englert_Theatre_-_Iowa_City,_IA",1,Songs 7 through 11 were played by John Darnielle solo.
"2017-09-13_-_Englert_Theatre_-_Iowa_City,_IA",2,The encore was songs 19 through 21.
"2017-09-15_-_The_Waiting_Room_-_Omaha,_NE",1,Songs 7 through 9 were played by John Darnielle solo.
"2017-09-15_-_The_Waiting_Room_-_Omaha,_NE",2,The encore was songs 18 through 21.
"2017-11-12_-_Brooklyn_Steel_-_Brooklyn,_NY",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-11-12_-_Brooklyn_Steel_-_Brooklyn,_NY",2,The encore was songs 17 through 21.
"2017-11-13_-_House_of_Blues_-_Boston,_MA",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-11-13_-_House_of_Blues_-_Boston,_MA",2,"The encore was songs 18 through 20, and the second encore was song 21."
"2017-11-15_-_Newport_Music_Hall_-_Columbus,_OH",1,Songs 8 through 11 were played by John Darnielle solo.
"2017-11-15_-_Newport_Music_Hall_-_Columbus,_OH",2,"The encore was songs 19 through 23, and the second encore was song 24."
"2017-11-06_-_9:30_Club_-_Washington,_D.C.",1,Songs 8 through 11 were played by John Darnielle solo.
"2017-11-06_-_9:30_Club_-_Washington,_D.C.",2,The encore was songs 18 through 21.
"2017-11-06_-_9:30_Club_-_Washington,_D.C.",3,"""Prominent Metaphysicians of South Pomona"" was played in lieu of ""Going to Federal Prison"", which Darnielle had said earlier on Twitter he planned to play but could not find the notebook containing the full song."
"2017-11-07_-_9:30_Club_-_Washington,_D.C.",1,Songs 8 through 10 were played by John Darnielle solo.
"2017-11-07_-_9:30_Club_-_Washington,_D.C.",2,"The encore was songs 17 through 20, and the second encore was songs 21 and 22."
"2017-12-04_-_Harvester_Performance_Center_-_Rocky_Mount,_VA",1,"Songs 9 through 11 were played by John Darnielle solo, and song 8 was played by Darnielle and Matt Douglas ."
"2017-12-04_-_Harvester_Performance_Center_-_Rocky_Mount,_VA",2,The encore was songs 17 through 20.
"2017-12-02_-_Mr._Small's_-_Millvale,_PA",1,"Songs 8 and 9were played by John Darnielle solo, and song 10 was played by Darnielle and Peter Hughes ."
"2017-12-02_-_Mr._Small's_-_Millvale,_PA",2,"The encore was songs 17 through 20, and the second encore was songs 21 and 22."
"2017-12-05_-_The_National_-_Richmond,_VA",1,"Songs 11 and 12 were played by John Darnielle solo, and songs 9 and 10 were played by Darnielle and Matt Douglas ."
"2017-12-05_-_The_National_-_Richmond,_VA",2,The encore was songs 19 through 22.
"2017-12-03_-_Mountain_Stage_-_Culture_Center_Theater_-_Charleston,_WV",1,"""Bird on the Wire"" was performed by the Mountain Stage band and all four acts of the show; John Darnielle sang a couple of lines, Peter Hughes sang backing vocals, and Matt Douglas played saxophone."
"2018-04-12_-_The_Woodward_Theater_-_Cincinnati,_OH",1,Songs 7 through 9 were played by John Darnielle solo.
"2018-04-12_-_The_Woodward_Theater_-_Cincinnati,_OH",2,The encore was songs 17 and 18.
"2018-04-13_-_Beachland_Ballroom_-_Cleveland,_OH",1,Songs 7 through 9 were played by John Darnielle solo.
"2018-04-13_-_Beachland_Ballroom_-_Cleveland,_OH",2,The first encore was songs 16 through 19 and the second encore was songs 20 and 21.
"2018-04-14_-_Phoenix_Concert_Theatre_-_Toronto,_Ontario",1,Songs 7 through 9 were played by John Darnielle solo.
"2018-04-14_-_Phoenix_Concert_Theatre_-_Toronto,_Ontario",2,The first encore was songs 16 through 19 and the second encore was songs 20 and 21.
"2018-04-15_-_L'Astral_-_Montreal,_Quebec",1,Song 8 was performed by John Darnielle and Matt Douglas .
"2018-04-15_-_L'Astral_-_Montreal,_Quebec",2,Song 9 was played by John Darnielle solo.
"2018-04-15_-_L'Astral_-_Montreal,_Quebec",3,The first encore was songs 16 and 17 and the second encore was songs 18 through 20.
"2018-04-15_-_L'Astral_-_Montreal,_Quebec",4,Songs 16 and 17 were played with Pony Up.
"2018-04-17_-_Port_City_Music_Hall_-_Portland,_ME",1,Songs 7 and 8 were performed by John Darnielle and Matt Douglas .
"2018-04-17_-_Port_City_Music_Hall_-_Portland,_ME",2,"Song 8 (""No Children"") was performed in the style of Julien Baker's cover of the song ."
"2018-04-17_-_Port_City_Music_Hall_-_Portland,_ME",3,Songs 9 and 10 were played by John Darnielle solo.
"2018-04-17_-_Port_City_Music_Hall_-_Portland,_ME",4,The first encore was songs 18 through 21 and the second encore was song 22.
"2018-04-18_-_Higher_Ground_Ballroom_-_South_Burlington,_VT",1,The first encore was songs 19 through 22 and the second encore was songs 23 and 24.
"2018-04-18_-_Higher_Ground_Ballroom_-_South_Burlington,_VT",2,"""Happy Birthday"" was sung to Matt Douglas at an unknown point in the set."
"2018-04-20_-_Asbury_Hall_-_Buffalo,_NY",1,The first encore was songs 17 through 20 and the second encore was songs 21 and 22.
"2018-04-21_-_Upstate_Concert_Hall_-_Clifton_Park,_NY",1,Song 7 was performed by John Darnielle and Matt Douglas .
"2018-04-21_-_Upstate_Concert_Hall_-_Clifton_Park,_NY",2,Songs 8 through 10 were performed by John Darnielle solo.
"2018-04-21_-_Upstate_Concert_Hall_-_Clifton_Park,_NY",3,The first encore was songs 17 through 22 and the second encore was song 23.
"2018-04-22_-_Ardmore_Music_Hall_-_Ardmore,_PA",1,Song 7 was performed by John Darnielle and Matt Douglas .
"2018-04-22_-_Ardmore_Music_Hall_-_Ardmore,_PA",2,Songs 8 through 10 were performed by John Darnielle solo.
"2018-04-22_-_Ardmore_Music_Hall_-_Ardmore,_PA",3,The first encore was songs 17 through 20 and the second encore was song 21.
"2017-09-10_-_Almost_Live_-_Indianapolis,_IN",1,This was a duo session with John Darnielle and Matt Douglas .
"2017-09-10_-_Almost_Live_-_Indianapolis,_IN",2,This session was released as the From the Lake Trials EP .
"2017-12-14_-_Holocene_-_Portland,_OR",1,The encore was songs 28 through 31.
"2018-04-23_-_Ardmore_Music_Hall_-_Ardmore,_PA",1,Songs 8 through 11 were performed by John Darnielle solo.
"2018-04-23_-_Ardmore_Music_Hall_-_Ardmore,_PA",2,Song 8 was performed on piano.
"2018-04-23_-_Ardmore_Music_Hall_-_Ardmore,_PA",3,Song 19 was performed by John Darnielle and Matt Douglas .
"2018-04-23_-_Ardmore_Music_Hall_-_Ardmore,_PA",4,The first encore was songs 19 through 22 and the second encore was songs 23 and 24.
"2018-08-30_-_The_Georgia_Theatre_-_Athens,_GA",1,Songs 7 through 9 were performed by John Darnielle solo.
"2018-08-30_-_The_Georgia_Theatre_-_Athens,_GA",2,The encore was songs 17 through 18.
"2018-08-31_-_The_Wilbury_-_Tallahassee,_FL",1,Songs 7 through 9 were performed by John Darnielle solo.
"2018-08-31_-_The_Wilbury_-_Tallahassee,_FL",2,The first encore was songs 18 through 20.
"2018-08-31_-_The_Wilbury_-_Tallahassee,_FL",3,The second encore was song 21.
"2018-09-01_-_The_Orpheum_-_Tampa,_FL",1,Songs 7 through 9 were performed by John Darnielle solo.
"2018-09-01_-_The_Orpheum_-_Tampa,_FL",2,"Erik Rutan (Morbid Angel, Hate Eternal) played guitar on songs 14 and 15."
"2018-09-01_-_The_Orpheum_-_Tampa,_FL",3,The first encore was songs 16 through 18.
"2018-09-01_-_The_Orpheum_-_Tampa,_FL",4,The second encore was songs 19 through 20.
"2018-09-02_-_Sing_Out_Loud_Festival_-_St._Augustine,_FL",1,Songs 7 through 9 were performed by John Darnielle solo.
"2018-09-02_-_Sing_Out_Loud_Festival_-_St._Augustine,_FL",2,The encore was songs 18 through 20.
"2018-09-04_-_The_Lyric_Oxford_-_Oxford,_MS",1,Songs 7 through 9 were performed by John Darnielle solo.
"2018-09-04_-_The_Lyric_Oxford_-_Oxford,_MS",2,The first encore was songs 16 through 18.
"2018-09-04_-_The_Lyric_Oxford_-_Oxford,_MS",3,The second encore was songs 19 through 20.
"2018-09-05_-_Cain's_Ballroom_-_Tulsa,_OK",1,Songs 7 through 9 were performed by John Darnielle and Matt Douglas .
"2018-09-05_-_Cain's_Ballroom_-_Tulsa,_OK",2,The first encore was songs 16 through 18.
"2018-09-05_-_Cain's_Ballroom_-_Tulsa,_OK",3,The second encore was song 19.
"2018-09-06_-_Canton_Hall_-_Dallas,_TX",1,Songs 7 through 9 were performed by John Darnielle and Matt Douglas .
"2018-09-06_-_Canton_Hall_-_Dallas,_TX",2,The first encore was songs 16 through 18.
"2018-09-06_-_Canton_Hall_-_Dallas,_TX",3,The second encore was song 19.
"2018-09-07_-_Paper_Tiger_-_San_Antonio,_TX",1,Songs 7 through 9 were performed by John Darnielle and Matt Douglas .
"2018-09-07_-_Paper_Tiger_-_San_Antonio,_TX",2,The encore was songs 16 through 20.
"2018-09-08_-_ACL_Live_-_Moody_Theater_-_Austin,_TX",1,Songs 7 through 9 were performed by John Darnielle and Matt Douglas .
"2018-09-08_-_ACL_Live_-_Moody_Theater_-_Austin,_TX",2,The encore was songs 16 through 20.
"2018-09-10_-_191_Toole_-_Tucson,_AZ",1,The encore was songs 16 through 18.
"2018-09-11_-_Crescent_Ballroom_-_Phoenix,_AZ",1,Songs 7 through 9 were played by John Darnielle and Matt Douglas .
"2018-09-11_-_Crescent_Ballroom_-_Phoenix,_AZ",2,"The first encore was songs 17 through 19, and the second encore was song 20."
"2018-09-12_-_Meow_Wolf_-_Santa_Fe,_NM",1,Songs 7 through 9 were played by John Darnielle and Matt Douglas .
"2018-09-12_-_Meow_Wolf_-_Santa_Fe,_NM",2,The encore was songs 16 through 18.
"2018-09-13_-_Boulder_Theater_-_Boulder,_CO",1,Songs 7 through 9 were played by John Darnielle and Matt Douglas .
"2018-09-13_-_Boulder_Theater_-_Boulder,_CO",2,The first encore was songs 17 through 20.
"2018-09-13_-_Boulder_Theater_-_Boulder,_CO",3,The second encore was songs 21 through 22.
"2018-09-14_-_Washington's_-_Fort_Collins,_CO",1,Songs 7 through 9 were played by John Darnielle and Matt Douglas .
"2018-09-14_-_Washington's_-_Fort_Collins,_CO",2,The first encore was songs 16 through 19.
"2018-09-14_-_Washington's_-_Fort_Collins,_CO",3,The second encore was songs 20 through 22.
"2018-09-14_-_Washington's_-_Fort_Collins,_CO",4,"Song 18 was performed with Al Riggs, who opened for this show."
"2018-05-27_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",1,This was a John Darnielle / Matt Douglas duo show.
"2018-05-27_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",2,Songs 10 through 12 were played by John Darnielle solo.
"2018-05-27_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",3,The encore was songs 17 through 19.
"2018-05-28_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",1,This was a John Darnielle / Matt Douglas duo show.
"2018-05-28_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",2,Songs 8 through 10 were played by John Darnielle solo.
"2018-05-28_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",3,The encore was songs 18 through 21.
"2018-05-28_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",4,Song 18 was dedicated to the Young Center for Immigrant Children's Rights .
"2018-05-28_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",5,Matt Douglas sang backing vocals on song 7.
"2018-05-29_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",1,This was a John Darnielle / Matt Douglas duo show.
"2018-05-29_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",2,Songs 7 through 10 were played by John Darnielle solo.
"2018-05-29_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",3,The encore was songs 20 through 23.
"2018-05-29_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",4,"As in the previous night's show, song 8 was dedicated to the Young Center for Immigrant Children's Rights ."
"2018-05-29_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",5,Matt Douglas sang backing vocals on song 20.
"2018-05-30_-_Thalia_Hall_-_Chicago,_IL",1,This was a John Darnielle / Matt Douglas duo show.
"2018-05-30_-_Thalia_Hall_-_Chicago,_IL",2,The encore was song 8.
"2018-05-05_-_Sam's_Quik_Shop_-_Durham,_NC",1,This was a John Darnielle solo show.
"2018-11-30_-_The_Haw_River_Ballroom_-_Graham,_NC",1,Songs 7 through 10 were played by John Darnielle and Matt Douglas .
"2018-11-30_-_The_Haw_River_Ballroom_-_Graham,_NC",2,The encore was songs 18 to 22.
"2018-12-01_-_The_Haw_River_Ballroom_-_Graham,_NC",1,Songs 7 through 9 were played by John Darnielle and Matt Douglas
"2018-10-24_-_Symphony_Space_-_New_York,_NY",1,This song was performed solo by John Darnielle.
"2019-04-26_-_9:30_Club_-_Washington,_D.C.",1,Songs 7 through 9 were played by John Darnielle solo.
"2019-04-26_-_9:30_Club_-_Washington,_D.C.",2,The encore was songs 18 through 21.
"2019-04-26_-_9:30_Club_-_Washington,_D.C.",3,"This was the live debut of Done Bleeding , Clemency for the Wizard King , Sicilian Crest , and Possum By Night ."
"2019-04-27_-_Dogfish_Head_Brewery_-_Milton,_DE",1,Songs 7 through 9 were played by John Darnielle solo.
"2019-04-27_-_Dogfish_Head_Brewery_-_Milton,_DE",2,The encore was songs 18 and 19.
"2019-04-28_-_Wilbur_Theatre_-_Boston,_MA",1,Song 7 was played by John Darnielle and Matt Douglas .
"2019-04-28_-_Wilbur_Theatre_-_Boston,_MA",2,Songs 8 and 9 were played by John Darnielle solo.
"2019-04-28_-_Wilbur_Theatre_-_Boston,_MA",3,The encore was songs 18 through 23.
"2019-04-30_-_Brooklyn_Steel_-_Brooklyn,_NY",1,Song 7 through 9 were played by John Darnielle solo.
"2019-04-30_-_Brooklyn_Steel_-_Brooklyn,_NY",2,The encore was songs 17 through 23.
