song_key,song_title,n_plays,first_t,first_played,last_played,album,is_cover,opportunities,play_rate,play_rate_shrunk,deep_cut,surprisal
This Year,This Year,809,162,2004-10-04,2026-05-26,The Sunset Tree,False,1149,0.7040905134899913,0.6925552885086548,False,0.3673672051059394
No Children,No Children,768,105,2002-10-23,2026-05-26,Tallahassee,False,1206,0.6368159203980099,0.6269144635127385,False,0.46694516948528375
Up the Wolves,Up the Wolves,544,172,2005-03-23,2026-05-26,The Sunset Tree,False,1139,0.47761194029850745,0.4698853600229659,False,0.75526652887485
Dance Music,Dance Music,321,154,2004-04-08,2026-05-03,The Sunset Tree,False,1157,0.27744165946413135,0.2732346068535407,False,1.2974244870766365
You or Your Memory,You or Your Memory,314,174,2005-04-28,2026-05-03,The Sunset Tree,False,1137,0.27616534740545295,0.27190763376544286,False,1.302292852101772
Woke Up New,Woke Up New,290,218,2006-06-13,2026-05-03,Get Lonely,False,1093,0.2653247941445563,0.2610935599879761,False,1.3428764685066457
Love Love Love,Love Love Love,271,164,2004-10-11,2026-04-13,The Sunset Tree,False,1147,0.23626852659110723,0.23273104735785552,False,1.4578717953226423
The Diaz Brothers,The Diaz Brothers,268,527,2012-01-19,2026-05-24,Transcendental Youth,False,784,0.34183673469387754,0.3340760351574843,False,1.0963866617416964
See America Right,See America Right,252,104,2002-10-10,2026-04-21,Tallahassee,False,1207,0.2087821043910522,0.20586563346912584,False,1.5805315877227124
The Best Ever Death Metal Band in Denton,The Best Ever Death Metal Band in Denton,232,79,2000-09-17,2025-10-04,All Hail West Texas,False,1232,0.18831168831168832,0.1857804570819628,False,1.6831896406858018
Game Shows Touch Our Lives,Game Shows Touch Our Lives,213,185,2005-06-18,2026-05-15,Tallahassee,False,1126,0.1891651865008881,0.18638493216982324,False,1.679941215996854
Cotton,Cotton,203,118,2003-02-06,2026-04-10,We Shall All Be Healed,False,1193,0.17015926236378875,0.16784594580924767,False,1.784708709501371
Palmcorder Yajna,Palmcorder Yajna,195,104,2002-10-10,2026-04-14,We Shall All Be Healed,False,1207,0.1615575807787904,0.15941086574296448,False,1.8362703484312835
Cry for Judas,Cry for Judas,195,563,2012-07-28,2026-05-24,Transcendental Youth,False,748,0.2606951871657754,0.2546837659721581,False,1.3677326368680442
Damn These Vampires,Damn These Vampires,183,468,2011-03-24,2026-05-26,All Eternals Deck,False,843,0.21708185053380782,0.21274291108530408,False,1.547670832481891
Hast Thou Considered the Tetrapod,Hast Thou Considered the Tetrapod,181,154,2004-04-08,2026-04-21,The Sunset Tree,False,1157,0.15643906655142611,0.15428813276687972,False,1.8689334327011549
Jenny,Jenny,180,86,2001-06-23,2026-05-19,All Hail West Texas,False,1225,0.1469387755102041,0.14505793756354812,False,1.9306220469643787
Heretic Pride (Song),Heretic Pride (Song),179,302,2007-11-29,2026-04-06,Heretic Pride,False,1009,0.1774033696729435,0.1745355998703765,False,1.745626547428522
Spent Gladiator 2,Spent Gladiator 2,177,543,2012-03-24,2024-08-04,Transcendental Youth,False,768,0.23046875,0.22537707140433683,False,1.4899804065776006
Southwood Plantation Road,Southwood Plantation Road,165,110,2002-11-13,2026-04-06,Tallahassee,False,1201,0.13738551207327226,0.13562418695054662,False,1.9978675495400615
In the Craters on the Moon,In the Craters on the Moon,159,280,2007-09-20,2026-04-06,Heretic Pride,False,1031,0.1542192046556741,0.1518526472565342,False,1.8848446542769506
Broom People,Broom People,158,154,2004-04-08,2026-05-26,The Sunset Tree,False,1157,0.1365600691443388,0.1347469263097854,False,2.004356879770181
You Were Cool,You Were Cool,155,447,2010-07-31,2026-05-24,Unreleased,False,864,0.17939814814814814,0.17601485550522333,False,1.737186881226317
Wear Black,Wear Black,151,804,2017-05-19,2024-08-09,Goths,False,507,0.2978303747534517,0.28766059253627596,False,1.245973991959124
Amy AKA Spent Gladiator 1,Amy AKA Spent Gladiator 1,151,571,2012-10-09,2026-05-26,Transcendental Youth,False,740,0.20405405405405405,0.19946991087712818,False,1.6120918766981385
Wild Sage,Wild Sage,147,218,2006-06-13,2026-04-06,Get Lonely,False,1093,0.1344922232387923,0.13261197867620614,False,2.020327868385878
Heel Turn 2,Heel Turn 2,147,695,2015-04-18,2026-04-06,Beat the Champ,False,616,0.23863636363636365,0.23207096268336072,False,1.460712080450455
Going to Georgia,Going to Georgia,145,10,1994-08-18,2024-10-13,Zopilote Machine,False,1301,0.11145272867025365,0.11021735977790872,False,2.205300864924742
In Memory of Satan,In Memory of Satan,144,527,2012-01-19,2026-04-19,Transcendental Youth,False,784,0.1836734693877551,0.17984717943609133,False,1.7156477918320314
Lion's Teeth,Lion's Teeth,136,161,2004-08-20,2025-10-03,The Sunset Tree,False,1150,0.11826086956521739,0.11674968569796361,False,2.1477230745312843
San Bernardino,San Bernardino,135,309,2008-02-23,2023-12-08,Heretic Pride,False,1002,0.1347305389221557,0.13267821161117166,False,2.019828543957259
Sax Rohmer Number 1,Sax Rohmer Number 1,133,309,2008-02-23,2026-05-22,Heretic Pride,False,1002,0.13273453093812376,0.13072126444874504,False,2.0346879749617113
Liza Forever Minnelli,Liza Forever Minnelli,133,433,2010-05-16,2024-08-07,All Eternals Deck,False,878,0.15148063781321183,0.14877186221226885,False,1.905341272500261
International Small Arms Traffic Blues,International Small Arms Traffic Blues,131,107,2002-11-03,2025-12-14,Tallahassee,False,1204,0.10880398671096346,0.10751399694985084,False,2.2301342357055898
Song for Dennis Brown,Song for Dennis Brown,131,172,2005-03-23,2026-05-21,The Sunset Tree,False,1139,0.11501316944688324,0.11354368616619277,False,2.17556761597307
Younger,Younger,130,881,2018-02-26,2026-05-26,In League with Dragons,False,430,0.3023255813953488,0.290215849481372,False,1.2371303243054046
Ezekiel 7 and the Permanent Efficacy of Grace,Ezekiel 7 and the Permanent Efficacy of Grace,128,392,2009-10-09,2018-09-01,The Life of the World to Come,False,919,0.13928182807399347,0.1369511525736075,False,1.9881309672908851
Tallahassee (Song),Tallahassee (Song),127,100,2002-10-04,2026-05-22,Tallahassee,False,1211,0.10487200660611065,0.10365323498506696,False,2.266704229925867
Moon Over Goldsboro,Moon Over Goldsboro,126,224,2006-08-21,2026-05-03,Get Lonely,False,1087,0.11591536338546458,0.11436055308637527,False,2.168399075177573
Have to Explode,Have to Explode,125,322,2008-03-15,2026-04-16,Tallahassee,False,989,0.1263902932254803,0.12447684070031459,False,2.083635598852325
Color in Your Cheeks,Color in Your Cheeks,123,93,2002-03-07,2026-05-21,All Hail West Texas,False,1218,0.10098522167487685,0.09983613268709,False,2.3042251102165117
Foreign Object,Foreign Object,122,681,2015-04-02,2024-10-15,Beat the Champ,False,630,0.19365079365079366,0.18861097271787294,False,1.6680687306349018
Southwestern Territory,Southwestern Territory,122,663,2014-06-11,2026-04-21,Beat the Champ,False,648,0.1882716049382716,0.18352864111769074,False,1.6953845412818647
Lakeside View Apartments Suite,Lakeside View Apartments Suite,120,543,2012-03-24,2026-05-24,Transcendental Youth,False,768,0.15625,0.15304204602362617,False,1.8770425847312855
Maybe Sprout Wings,Maybe Sprout Wings,119,224,2006-08-21,2026-04-16,Get Lonely,False,1087,0.10947562097516099,0.10803715651907626,False,2.225280069183443
Harlem Roulette,Harlem Roulette,119,520,2011-10-28,2026-05-26,Transcendental Youth,False,791,0.1504424778761062,0.1474687204273951,False,1.914139190590219
The Young Thousands,The Young Thousands,118,133,2003-09-26,2026-05-03,We Shall All Be Healed,False,1178,0.100169779286927,0.09899593678348699,False,2.3126764722808577
Minnesota,Minnesota,115,30,1996-08-10,2024-12-13,Full Force Galesburg,False,1281,0.0897736143637783,0.08885252287979817,False,2.420777329964139
Waylon Jennings Live!,Waylon Jennings Live!,111,893,2018-05-27,2026-04-21,In League with Dragons,False,418,0.26555023923444976,0.2547879732114553,False,1.3673235572950835
Your Belgian Things,Your Belgian Things,110,119,2003-02-14,2026-04-19,We Shall All Be Healed,False,1192,0.09228187919463088,0.09125175929588897,False,2.3941330067504447
Houseguest,Houseguest,109,35,1996-10-29,2012-10-15,Unreleased,True,1276,0.08542319749216301,0.08456568847732826,False,2.4702266681911973
Get Lonely (Song),Get Lonely (Song),107,218,2006-06-13,2019-11-17,Get Lonely,False,1093,0.09789569990850869,0.09667307481277396,False,2.336420355700262
Andrew Eldritch Is Moving Back to Leeds,Andrew Eldritch Is Moving Back to Leeds,100,795,2017-02-22,2026-05-26,Goths,False,516,0.1937984496124031,0.18768121691533102,False,1.6730104101075247
1 Samuel 15:23,1 Samuel 15:23,100,389,2009-09-18,2025-11-22,The Life of the World to Come,False,922,0.10845986984815618,0.10679101089874461,False,2.2368815236130857
Grendel's Mother,Grendel's Mother,99,10,1994-08-18,2026-05-23,Zopilote Machine,False,1301,0.07609531129900077,0.07539525531159533,False,2.585010932850126
Old College Try,Old College Try,96,102,2002-10-09,2023-09-19,Tallahassee,False,1209,0.0794044665012407,0.07859815481417202,False,2.5434070554691997
Shadow Song,Shadow Song,96,76,2000-02-06,2026-04-05,The Coroner's Gambit,False,1235,0.07773279352226721,0.07696982650726487,False,2.5643417974690492
Rain in Soho,Rain in Soho,96,806,2017-05-22,2023-08-04,Goths,False,505,0.1900990099009901,0.18399453765069984,False,1.6928492084947888
Corsican Mastiff Stride,Corsican Mastiff Stride,95,992,2020-12-04,2026-05-03,Getting Into Knives,False,319,0.29780564263322884,0.2819974403145057,False,1.2658572849841347
Transcendental Youth (Song),Transcendental Youth (Song),95,527,2012-01-19,2025-11-22,Transcendental Youth,False,784,0.1211734693877551,0.11890190580425053,False,2.129456446782651
Animal Mask,Animal Mask,94,632,2013-07-26,2026-04-13,Beat the Champ,False,679,0.13843888070692195,0.13533209194079746,False,2.000023580941835
Psalms 40:2,Psalms 40:2,94,368,2009-02-24,2026-04-17,The Life of the World to Come,False,943,0.09968186638388123,0.09823170536512713,False,2.3204262505061504
Stabbed to Death Outside San Juan,Stabbed to Death Outside San Juan,91,680,2015-03-30,2024-07-27,Beat the Champ,False,631,0.14421553090332806,0.14070220010233092,False,1.9611096781515607
Linda Blair Was Born Innocent,Linda Blair Was Born Innocent,90,114,2003-01-29,2024-08-04,We Shall All Be Healed,False,1197,0.07518796992481203,0.07444300104077027,False,2.5977215331258923
Never Quite Free,Never Quite Free,89,469,2011-03-25,2021-08-23,All Eternals Deck,False,842,0.10570071258907364,0.10394098870837287,False,2.2639319571479404
Let Me Bathe in Demonic Light,Let Me Bathe in Demonic Light,88,1039,2021-10-27,2026-05-24,Dark in Here,False,272,0.3235294117647059,0.30341483652951173,False,1.1926543123750097
Until I Am Whole,Until I Am Whole,88,543,2012-03-24,2026-05-24,Transcendental Youth,False,768,0.11458333333333333,0.11243290896778861,False,2.185398599964607
Steal Smoked Fish,Steal Smoked Fish,86,403,2009-11-11,2025-12-06,Steal Smoked Fish EP,False,908,0.0947136563876652,0.09331587528730326,False,2.371765032470302
The Slow Parts on Death Metal Albums,The Slow Parts on Death Metal Albums,85,1000,2021-08-07,2024-05-24,Dark in Here,False,311,0.2733118971061093,0.258601608056246,False,1.352466594348764
New Zion,New Zion,83,309,2008-02-23,2026-05-24,Heretic Pride,False,1002,0.08283433133732535,0.08179758538807967,False,2.5035075542922485
It Froze Me,It Froze Me,83,40,1996-11-11,2026-04-14,Nothing for Juice,False,1271,0.06530291109362707,0.06475378177119863,False,2.737163174375241
The Recognition Scene,The Recognition Scene,81,13,1995-01-15,2026-04-21,Sweden,False,1298,0.062403697996918334,0.06190981203840472,False,2.782076597501402
First Blood,First Blood,80,1072,2022-08-19,2026-05-26,Bleed Out,False,239,0.33472803347280333,0.3111858388672487,False,1.1673649926385743
Incandescent Ruins,Incandescent Ruins,80,1020,2021-09-16,2026-05-03,Bleed Out,False,291,0.27491408934707906,0.2591547661306026,False,1.3503298431182709
Tidal Wave,Tidal Wave,78,992,2020-12-04,2024-04-21,Getting Into Knives,False,319,0.2445141065830721,0.23184994768913694,False,1.461664893768428
Sicilian Crest,Sicilian Crest,77,918,2019-04-26,2026-04-17,In League with Dragons,False,393,0.19592875318066158,0.18788651880536905,False,1.6719171217818198
Baboon,Baboon,77,44,1997-03-01,2024-12-10,The Coroner's Gambit,False,1267,0.06077348066298342,0.0602930320641938,False,2.8085387364169137
First Few Desperate Hours,First Few Desperate Hours,77,101,2002-10-08,2022-11-11,Tallahassee,False,1210,0.06363636363636363,0.063087099403754,False,2.76323897718725
Jeff Davis County Blues,Jeff Davis County Blues,76,222,2006-08-10,2024-04-15,All Hail West Texas,False,1089,0.06978879706152434,0.06906864947395619,False,2.6726543490772507
Before I Got There,Before I Got There,76,1021,2021-09-17,2026-05-15,Dark in Here,False,290,0.2620689655172414,0.24708752344070137,False,1.3980126592060758
Shelved,Shelved,76,796,2017-04-01,2024-05-22,Goths,False,515,0.14757281553398058,0.14317220984414472,False,1.9437071086228903
Oceanographer's Choice,Oceanographer's Choice,74,89,2001-10-19,2024-01-23,Tallahassee,False,1222,0.060556464811783964,0.06006210327424913,False,2.8123761974888555
Clemency for the Wizard King,Clemency for the Wizard King,73,918,2019-04-26,2024-08-09,In League with Dragons,False,393,0.18575063613231552,0.178201288781156,False,1.7248415317540946
Lovecraft in Brooklyn,Lovecraft in Brooklyn,72,274,2007-05-11,2026-04-06,Heretic Pride,False,1037,0.06943105110896818,0.06868224433927854,False,2.6782645652794663
The Mess Inside,The Mess Inside,72,79,2000-09-17,2026-04-17,All Hail West Texas,False,1232,0.05844155844155844,0.05798492992541328,False,2.8475721310692723
There Will Be No Divorce,There Will Be No Divorce,72,56,1997-12-06,2025-09-20,The Coroner's Gambit,False,1255,0.05737051792828685,0.05693892726793523,False,2.865776037001755
Deuteronomy 2:10,Deuteronomy 2:10,72,389,2009-09-18,2025-11-11,The Life of the World to Come,False,922,0.07809110629067245,0.07706701939131361,False,2.5630798539855917
Elijah,Elijah,70,76,2000-02-06,2026-04-05,The Coroner's Gambit,False,1235,0.05668016194331984,0.05625269503316129,False,2.8779013273446914
White Cedar,White Cedar,69,524,2011-12-16,2025-12-04,Transcendental Youth,False,787,0.08767471410419314,0.08624179958688652,False,2.450600304844286
Nine Black Poppies (Song),Nine Black Poppies (Song),69,21,1996-01-15,2016-09-28,Nine Black Poppies EP,False,1290,0.053488372093023255,0.05312758188291406,False,2.9350590527695344
Slow West Vultures,Slow West Vultures,68,124,2003-04-04,2026-05-22,We Shall All Be Healed,False,1187,0.05728727885425442,0.056832752499268786,False,2.867642490933114
Fresh Tattoo,Fresh Tattoo,68,1149,2023-10-02,2024-12-13,Jenny from Thebes,False,162,0.41975308641975306,0.37690732014624956,False,0.9757559569123782
Dinu Lipatti's Bones,Dinu Lipatti's Bones,67,185,2005-06-18,2021-10-26,The Sunset Tree,False,1126,0.05950266429840142,0.058985281209962846,False,2.8304673372170672
Dark in Here (song),Dark in Here (song),67,997,2021-04-18,2024-08-10,Dark in Here,False,314,0.21337579617834396,0.20238662355274678,False,1.5975754329190825
Birth of Serpents,Birth of Serpents,66,466,2011-02-23,2024-01-19,All Eternals Deck,False,845,0.07810650887573964,0.07699090435447101,False,2.5640679893724023
Water Tower,Water Tower,66,1194,2024-04-16,2026-04-21,Jenny from Thebes,False,117,0.5641025641025641,0.4861104545008571,False,0.7213194082686478
Black Pear Tree,Black Pear Tree,64,335,2008-10-14,2025-08-08,Black Pear Tree EP,False,976,0.06557377049180328,0.0648565585006199,False,2.735577239939028
California Song,California Song,64,26,1996-03-16,2024-02-29,Sweden,False,1285,0.049805447470817124,0.04949971821196737,False,3.0057883021112235
Alpha Rats Nest,Alpha Rats Nest,63,116,2003-02-01,2026-05-22,Tallahassee,False,1195,0.052719665271966525,0.05234331873795672,False,2.9499309765926887
Prowl Great Cain,Prowl Great Cain,63,468,2011-03-24,2024-07-24,All Eternals Deck,False,843,0.07473309608540925,0.07369308489758682,False,2.6078463119014677
Isaiah 45:23,Isaiah 45:23,63,395,2009-10-13,2023-02-09,The Life of the World to Come,False,916,0.06877729257641921,0.06794565413100152,False,2.6890470972956315
Getting Into Knives (song),Getting Into Knives (song),62,989,2020-10-22,2026-04-13,Getting Into Knives,False,322,0.19254658385093168,0.18303255048718545,False,1.6980912704433038
Abandoned Flesh,Abandoned Flesh,62,804,2017-05-19,2024-08-10,Goths,False,507,0.1222879684418146,0.1187801371283063,False,2.130481081922061
Possum By Night,Possum By Night,61,918,2019-04-26,2026-05-23,In League with Dragons,False,393,0.15521628498727735,0.14914559870851676,False,1.9028322776185886
Quito,Quito,61,133,2003-09-26,2014-06-07,We Shall All Be Healed,False,1178,0.05178268251273345,0.05141663795210135,False,2.9677934633329506
In League with Dragons (song),In League with Dragons (song),61,918,2019-04-26,2025-12-13,In League with Dragons,False,393,0.15521628498727735,0.14914559870851676,False,1.9028322776185886
Night Light,Night Light,60,527,2012-01-19,2024-04-20,Transcendental Youth,False,784,0.07653061224489796,0.07536956749579281,False,2.5853516995564805
Cheshire County,Cheshire County,60,25,1996-03-14,2024-08-02,Nine Black Poppies EP,False,1286,0.04665629860031104,0.0463990293006259,False,3.0704767402138904
Thank You Mario But Our Princess Is in Another Castle,Thank You Mario But Our Princess Is in Another Castle,59,350,2008-11-03,2024-10-13,Black Pear Tree EP,False,961,0.061394380853277836,0.06075140903834599,False,2.8009650029836095
Source Decay,Source Decay,59,84,2001-04-21,2026-05-23,All Hail West Texas,False,1227,0.04808475957620212,0.04779240759151357,False,3.0408884890982826
Genesis 30:3,Genesis 30:3,59,389,2009-09-18,2024-01-24,The Life of the World to Come,False,922,0.06399132321041215,0.0632665947628635,False,2.760397817994609
From TG&Y,From TG&Y,59,235,2006-09-29,2025-10-03,Unreleased,False,1076,0.05483271375464684,0.054376945498738526,False,2.911815010926207
Romans 10:9,Romans 10:9,59,388,2009-08-21,2026-05-23,The Life of the World to Come,False,923,0.06392199349945829,0.06319950399429207,False,2.7614588260517037
Hebrews 11:40,Hebrews 11:40,59,393,2009-10-10,2025-12-06,The Life of the World to Come,False,918,0.06427015250544663,0.06353638834394182,False,2.7561424924244706
Against Pollution,Against Pollution,58,176,2005-05-03,2026-05-26,We Shall All Be Healed,False,1135,0.05110132158590308,0.05073344784988521,False,2.981169865000139
Michael Myers Resplendent,Michael Myers Resplendent,58,273,2007-05-05,2026-04-17,Heretic Pride,False,1038,0.055876685934489405,0.055384813106443685,False,2.8934498544624896
"Pigs That Ran Straightaway into the Water, Triumph Of","Pigs That Ran Straightaway into the Water, Triumph Of",57,141,2004-02-11,2023-04-23,We Shall All Be Healed,False,1170,0.04871794871794872,0.04840095148455246,False,3.028235806681037
Cobscook Bay,Cobscook Bay,56,277,2007-06-17,2022-08-29,Isopanisad Radio Hour,False,1034,0.05415860735009671,0.053697468943659794,False,2.9243894118433063
Alpha Omega,Alpha Omega,55,21,1996-01-15,2026-05-03,Our Salvation Is in Hand,False,1290,0.04263565891472868,0.042440558982150704,False,3.159650794207384
Twin Human Highway Flares,Twin Human Highway Flares,55,44,1997-03-01,2026-04-05,Full Force Galesburg,False,1267,0.043409629044988164,0.043199014970176704,False,3.1419375856083134
Tollund Man,Tollund Man,54,23,1996-02-25,2021-08-24,Sweden,False,1288,0.04192546583850932,0.04174092680934054,False,3.1762731732350686
Cadaver Sniffing Dog,Cadaver Sniffing Dog,54,917,2019-03-14,2023-08-09,In League with Dragons,False,394,0.13705583756345177,0.13187713107878604,False,2.025884615043239
New Monster Avenue,New Monster Avenue,54,213,2005-11-04,2023-12-10,Get Lonely,False,1098,0.04918032786885246,0.048834644245632754,False,3.0193152949329694
Unicorn Tolerance,Unicorn Tolerance,53,807,2017-05-23,2018-11-15,Goths,False,504,0.10515873015873016,0.10228460356224699,False,2.279996120164076
Luna,Luna,53,678,2015-01-25,2025-10-04,Beat the Champ,False,633,0.08372827804107424,0.08207830362422269,False,2.5000815651194648
Alpha Incipiens,Alpha Incipiens,53,59,1998-04-04,2026-05-03,Zopilote Machine,False,1252,0.04233226837060703,0.04213611027249797,False,3.1668501797431015
Soft Targets,Soft Targets,53,117,2003-02-05,2024-10-15,Bedside Recordings Vol. 1.2,False,1194,0.04438860971524288,0.044149202855533295,False,3.1201804074624775
The Alphonse Mambo,The Alphonse Mambo,53,72,1999-07-09,2024-12-05,The Coroner's Gambit,False,1239,0.042776432606941084,0.04257119322209486,False,3.156577469887381
For Charles Bronson,For Charles Bronson,52,453,2010-10-04,2013-07-06,All Eternals Deck,False,858,0.06060606060606061,0.05990561761573738,False,2.814984995023759
So Desperate,So Desperate,52,312,2008-02-27,2024-05-22,Heretic Pride,False,999,0.05205205205205205,0.05161642028127323,False,2.963915434611367
Make You Suffer,Make You Suffer,52,1072,2022-08-19,2024-07-27,Bleed Out,False,239,0.2175732217573222,0.20307773075914062,False,1.5941664630881802
Sept. 15 1983,Sept. 15 1983,52,282,2007-09-22,2013-10-16,Heretic Pride,False,1029,0.05053449951409135,0.050140259548729665,False,2.9929310097849395
The Day the Aliens Came (Hawaiian Feeling),The Day the Aliens Came (Hawaiian Feeling),51,169,2004-12-04,2024-12-05,"Come, Come to the Sunset Tree",False,1142,0.0446584938704028,0.044403728284524456,False,3.1144318426971
High Hawk Season,High Hawk Season,51,471,2011-03-28,2019-11-17,All Eternals Deck,False,840,0.060714285714285714,0.05999666542629933,False,2.813466294532797
Fall of the Star High School Running Back,Fall of the Star High School Running Back,51,82,2000-10-19,2024-10-15,All Hail West Texas,False,1229,0.04149715215622457,0.0413107544168274,False,3.186632415410821
Enoch 18:14,Enoch 18:14,50,392,2009-10-09,2023-10-07,The Life of the World to Come,False,919,0.0544069640914037,0.05388405992185029,False,2.9209205790936856
Dilaudid,Dilaudid,50,162,2004-10-04,2024-12-02,The Sunset Tree,False,1149,0.04351610095735422,0.043282405702837826,False,3.140009061357491
Prana Ferox,Prana Ferox,50,11,1994-08-22,2025-10-01,Sweden,False,1300,0.038461538461538464,0.0383311608080435,False,3.261492115465839
The Grey King and the Silver Flame Attunement,The Grey King and the Silver Flame Attunement,50,807,2017-05-23,2025-08-05,Goths,False,504,0.0992063492063492,0.09655941272255233,False,2.3375967842064647
The Sign,The Sign,50,11,1994-08-22,2019-11-11,Songs for Peter Hughes,True,1300,0.038461538461538464,0.0383311608080435,False,3.261492115465839
Broken To Begin With,Broken To Begin With,49,1241,2025-07-25,2026-05-17,Through This Fire Across From Peter Balkan,False,70,0.7,0.5510792474068602,False,0.5958766554761563
We Do It Different on the West Coast,We Do It Different on the West Coast,49,743,2016-02-27,2022-08-25,Goths,False,568,0.08626760563380281,0.08434886439900922,False,2.472793933044518
Bones Don't Rust,Bones Don't Rust,49,1077,2022-08-30,2025-11-11,Bleed Out,False,234,0.2094017094017094,0.19526430026227332,False,1.6334012521644277
Letter from Belgium,Letter from Belgium,49,132,2003-08-23,2024-10-11,We Shall All Be Healed,False,1179,0.041560644614079725,0.0413654147344599,False,3.1853101401734056
Cubs in Five,Cubs in Five,47,21,1996-01-15,2016-07-23,Nine Black Poppies EP,False,1290,0.03643410852713178,0.03633368875314307,False,3.31500990327235
Autoclave,Autoclave,46,288,2007-10-02,2024-03-03,Heretic Pride,False,1023,0.044965786901270774,0.04467606161708286,False,3.108317455105769
Raja Vocative,Raja Vocative,45,10,1994-08-18,2025-12-03,"Orange Raja, Blood Royal",False,1301,0.034588777863182166,0.03451713267722742,False,3.366299478869543
Dutch Orchestra Blues,Dutch Orchestra Blues,45,99,2002-07-24,2026-04-10,Isopanisad Radio Hour,False,1212,0.03712871287128713,0.03701065930731934,False,3.2965493184406824
Jenny III,Jenny III,45,1149,2023-10-02,2024-04-22,Jenny from Thebes,False,162,0.2777777777777778,0.2505336937726232,False,1.384161861424013
Jaipur,Jaipur,45,87,2001-07-19,2024-10-08,The Coroner's Gambit,False,1224,0.03676470588235294,0.036653643301139405,False,3.3062424476463423
Lizard Suit,Lizard Suit,45,999,2021-08-06,2024-08-09,Dark in Here,False,312,0.14423076923076922,0.1373407598392091,False,1.9852901432637062
Sept 19th Triple X Love! Love!,Sept 19th Triple X Love! Love!,44,13,1995-01-15,2025-11-06,Sweden,False,1298,0.03389830508474576,0.03383697440562779,False,3.386201157058467
Absolute Lithops Effect,Absolute Lithops Effect,44,161,2004-08-20,2022-05-17,All Hail West Texas,False,1150,0.03826086956521739,0.03811720706548498,False,3.267089469787816
Blood Capsules,Blood Capsules,44,682,2015-04-03,2026-05-03,Blood Capsules (EP),False,629,0.06995230524642289,0.06871669070357075,False,2.6777631587001043
Song for an Old Friend,Song for an Old Friend,43,50,1997-06-20,2026-05-15,The Wheel Method,False,1261,0.03409992069785884,0.03403367077799955,False,3.3804049274063654
Snow Crush Killing Song,Snow Crush Killing Song,42,21,1996-01-15,2023-08-05,Sweden,False,1290,0.03255813953488372,0.0325168948600133,False,3.4259954828708463
Estate Sale Sign,Estate Sale Sign,42,468,2011-03-24,2023-02-08,All Eternals Deck,False,843,0.0498220640569395,0.049359365314736295,False,3.0086277577590774
Magpie,Magpie,41,154,2004-04-08,2023-09-19,The Sunset Tree,False,1157,0.03543647363872083,0.03534165868021871,False,3.342692878267867
Pez Dorado,Pez Dorado,41,997,2021-04-18,2022-11-17,Getting Into Knives,False,314,0.1305732484076433,0.12454231217550127,False,2.083109763984291
How to Embrace a Swamp Creature,How to Embrace a Swamp Creature,41,283,2007-09-24,2025-08-12,Heretic Pride,False,1028,0.03988326848249027,0.03969192010173418,False,3.226607635888578
Werewolf Gimmick,Werewolf Gimmick,40,681,2015-04-02,2025-11-22,Beat the Champ,False,630,0.06349206349206349,0.0624571265640268,False,2.7732749326038393
Some Swedish Trees,Some Swedish Trees,40,13,1995-01-15,2023-02-12,Sweden,False,1298,0.030816640986132512,0.030802073039922172,False,3.4801732847766087
Surrounded,Surrounded,40,317,2008-03-04,2025-09-20,Moon Colony Bloodbath,False,994,0.04024144869215292,0.04003661959232487,False,3.217960753865285
New Star Song,New Star Song,39,14,1995-04-12,2023-04-12,Beautiful Rat Sunset,False,1297,0.030069390902081727,0.030066159655745953,False,3.5043550036147817
I've Got the Sex,I've Got the Sex,39,16,1995-04-15,2024-07-31,Unreleased,False,1295,0.030115830115830116,0.030111887655222373,False,3.5028352464833654
The Monkey Song,The Monkey Song,38,23,1996-02-25,2024-07-24,Philyra,False,1288,0.029503105590062112,0.029508510907199862,False,3.5230765519172134
"Passaic, 1975","Passaic, 1975",38,704,2015-05-29,2025-12-10,In League with Dragons,False,607,0.06260296540362438,0.06155842466765139,False,2.78776856053299
In the Hidden Places,In the Hidden Places,38,216,2006-06-09,2025-09-22,Get Lonely,False,1095,0.034703196347031964,0.03461626212252684,False,3.3634317037942885
Love Cuts the Strings,Love Cuts the Strings,38,11,1994-08-22,2025-11-11,Philyra,False,1300,0.02923076923076923,0.02924025171713441,False,3.532209035480486
Orange Ball of Hate,Orange Ball of Hate,37,23,1996-02-25,2019-07-17,Zopilote Machine,False,1288,0.02872670807453416,0.028743984913316072,False,3.5493267540348175
Aulon Raid,Aulon Raid,37,989,2020-10-22,2023-02-08,Songs for Pierre Chuvin,False,322,0.11490683229813664,0.10993313528250707,False,2.207882959080279
Island Garden Song,Island Garden Song,37,84,2001-04-21,2025-08-05,The Coroner's Gambit,False,1227,0.03015484922575387,0.03015006597162584,False,3.50156816769771
Matthew 25:21,Matthew 25:21,37,393,2009-10-10,2022-05-11,The Life of the World to Come,False,918,0.04030501089324619,0.040082230561425826,False,3.2168221710238982
The Ballad of Bull Ramos,The Ballad of Bull Ramos,37,649,2014-02-26,2021-08-12,Beat the Champ,False,662,0.055891238670694864,0.05512775992172642,False,2.8981018798611355
Supergenesis,Supergenesis,37,334,2008-10-13,2016-12-05,Black Pear Tree EP,False,977,0.037871033776867964,0.03771026305578477,False,3.277822991979512
Mole,Mole,36,143,2004-02-20,2024-03-01,We Shall All Be Healed,False,1168,0.030821917808219176,0.030805666891092105,False,3.480056615956164
