song_key,date,play_rate
The Only Thing I Know,2004-04-01,0.0
The Only Thing I Know,2004-07-01,0.0
The Only Thing I Know,2004-10-01,0.0
The Only Thing I Know,2005-01-01,0.0
The Only Thing I Know,2005-04-01,0.0
The Only Thing I Know,2005-07-01,0.0
The Only Thing I Know,2005-10-01,0.0
The Only Thing I Know,2006-01-01,0.0
The Only Thing I Know,2006-04-01,0.0
The Only Thing I Know,2006-07-01,0.0
The Only Thing I Know,2006-10-01,0.0
The Only Thing I Know,2007-01-01,0.0
The Only Thing I Know,2007-04-01,0.0
The Only Thing I Know,2007-07-01,0.0
The Only Thing I Know,2007-10-01,0.0
The Only Thing I Know,2008-01-01,0.0
The Only Thing I Know,2008-04-01,0.0
The Only Thing I Know,2008-07-01,0.0
The Only Thing I Know,2008-10-01,0.0
The Only Thing I Know,2009-01-01,0.0
The Only Thing I Know,2009-04-01,0.0
The Only Thing I Know,2009-07-01,0.0
The Only Thing I Know,2009-10-01,0.0
The Only Thing I Know,2010-01-01,0.0
The Only Thing I Know,2010-04-01,0.0
The Only Thing I Know,2010-07-01,0.0
The Only Thing I Know,2010-10-01,0.0
The Only Thing I Know,2011-01-01,0.0
The Only Thing I Know,2011-04-01,0.0
The Only Thing I Know,2011-07-01,0.0
The Only Thing I Know,2011-10-01,0.0
The Only Thing I Know,2012-01-01,0.0
The Only Thing I Know,2012-04-01,0.0
The Only Thing I Know,2012-07-01,0.0
The Only Thing I Know,2012-10-01,0.0
The Only Thing I Know,2013-01-01,0.0
The Only Thing I Know,2013-04-01,0.0
The Only Thing I Know,2013-07-01,0.0
The Only Thing I Know,2013-10-01,0.0
The Only Thing I Know,2014-01-01,0.0
The Only Thing I Know,2014-04-01,0.0
The Only Thing I Know,2014-07-01,0.0
The Only Thing I Know,2014-10-01,0.0
The Only Thing I Know,2015-01-01,0.0
The Only Thing I Know,2015-04-01,0.0
The Only Thing I Know,2015-07-01,0.0
The Only Thing I Know,2015-10-01,0.0
The Only Thing I Know,2016-01-01,0.0
The Only Thing I Know,2016-04-01,0.0
The Only Thing I Know,2016-07-01,0.0
The Only Thing I Know,2016-10-01,0.0
The Only Thing I Know,2017-01-01,0.0
The Only Thing I Know,2017-04-01,0.0
The Only Thing I Know,2017-07-01,0.0
The Only Thing I Know,2017-10-01,0.008
The Only Thing I Know,2018-01-01,0.007
The Only Thing I Know,2018-04-01,0.008
The Only Thing I Know,2018-07-01,0.008
The Only Thing I Know,2018-10-01,0.008
The Only Thing I Know,2019-01-01,0.008
The Only Thing I Know,2019-04-01,0.008
The Only Thing I Know,2019-07-01,0.009
The Only Thing I Know,2019-10-01,0.026
The Only Thing I Know,2020-01-01,0.029
The Only Thing I Know,2020-04-01,0.029
The Only Thing I Know,2020-07-01,0.033
The Only Thing I Know,2020-10-01,0.039
The Only Thing I Know,2021-01-01,0.039
The Only Thing I Know,2021-04-01,0.038
The Only Thing I Know,2021-07-01,0.05
The Only Thing I Know,2021-10-01,0.0
The Only Thing I Know,2022-01-01,0.0
The Only Thing I Know,2022-04-01,0.0
The Only Thing I Know,2022-07-01,0.0
The Only Thing I Know,2022-10-01,0.0
The Only Thing I Know,2023-01-01,0.0
The Only Thing I Know,2023-04-01,0.0
The Only Thing I Know,2023-07-01,0.0
The Only Thing I Know,2023-10-01,0.0
The Only Thing I Know,2024-01-01,0.0
The Only Thing I Know,2024-04-01,0.0
The Only Thing I Know,2024-07-01,0.0
The Only Thing I Know,2024-10-01,0.0
The Only Thing I Know,2025-01-01,0.007
The Only Thing I Know,2025-04-01,0.008
The Only Thing I Know,2025-07-01,0.009
The Only Thing I Know,2025-10-01,0.009
The Only Thing I Know,2026-01-01,0.008
The Only Thing I Know,2026-04-01,0.01
The Pig Song,1993-01-01,0.0
The Pig Song,1993-04-01,0.0
The Pig Song,1993-07-01,0.0
The Pig Song,1993-10-01,0.0
The Pig Song,1994-01-01,0.0
The Pig Song,1994-04-01,0.0
The Pig Song,1994-07-01,0.0
The Pig Song,1994-10-01,0.0
The Pig Song,1995-07-01,0.0
The Pig Song,1995-10-01,0.0
The Pig Song,1996-01-01,0.0
The Pig Song,1996-04-01,0.0
The Pig Song,1996-07-01,0.0
The Pig Song,1996-10-01,0.0
The Pig Song,1997-01-01,0.0
The Pig Song,1997-04-01,0.0
The Pig Song,1997-07-01,0.0
The Pig Song,1997-10-01,0.0
The Pig Song,1998-01-01,0.0
The Pig Song,1998-04-01,0.0
The Pig Song,1998-07-01,0.0
The Pig Song,1998-10-01,0.0
The Pig Song,1999-01-01,0.0
The Pig Song,1999-04-01,0.0
The Pig Song,1999-07-01,0.0
The Pig Song,1999-10-01,0.0
The Pig Song,2000-01-01,0.0
The Pig Song,2000-04-01,0.0
The Pig Song,2000-07-01,0.0
The Pig Song,2000-10-01,0.0
The Pig Song,2001-01-01,0.0
The Pig Song,2001-04-01,0.0
The Pig Song,2001-07-01,0.0
The Pig Song,2001-10-01,0.0
The Pig Song,2002-01-01,0.0
The Pig Song,2002-04-01,0.0
The Pig Song,2002-07-01,0.0
The Pig Song,2002-10-01,0.0
The Pig Song,2003-01-01,0.0
The Pig Song,2003-04-01,0.0
The Pig Song,2003-07-01,0.0
The Pig Song,2003-10-01,0.0
The Pig Song,2004-01-01,0.0
The Pig Song,2004-04-01,0.0
The Pig Song,2004-07-01,0.0
The Pig Song,2004-10-01,0.0
The Pig Song,2005-01-01,0.0
The Pig Song,2005-04-01,0.0
The Pig Song,2005-07-01,0.0
The Pig Song,2005-10-01,0.0
The Pig Song,2006-01-01,0.0
The Pig Song,2006-04-01,0.0
The Pig Song,2006-07-01,0.0
The Pig Song,2006-10-01,0.0
The Pig Song,2007-01-01,0.0
The Pig Song,2007-04-01,0.0
The Pig Song,2007-07-01,0.0
The Pig Song,2007-10-01,0.0
The Pig Song,2008-01-01,0.0
The Pig Song,2008-04-01,0.0
The Pig Song,2008-07-01,0.0
The Pig Song,2008-10-01,0.0
The Pig Song,2009-01-01,0.0
The Pig Song,2009-04-01,0.0
The Pig Song,2009-07-01,0.0
The Pig Song,2009-10-01,0.0
The Pig Song,2010-01-01,0.0
The Pig Song,2010-04-01,0.0
The Pig Song,2010-07-01,0.0
The Pig Song,2010-10-01,0.0
The Pig Song,2011-01-01,0.0
The Pig Song,2011-04-01,0.0
The Pig Song,2011-07-01,0.0
The Pig Song,2011-10-01,0.0
The Pig Song,2012-01-01,0.0
The Pig Song,2012-04-01,0.0
The Pig Song,2012-07-01,0.0
The Pig Song,2012-10-01,0.0
The Pig Song,2013-01-01,0.0
The Pig Song,2013-04-01,0.0
The Pig Song,2013-07-01,0.0
The Pig Song,2013-10-01,0.0
The Pig Song,2014-01-01,0.0
The Pig Song,2014-04-01,0.0
The Pig Song,2014-07-01,0.045
The Pig Song,2014-10-01,0.048
The Pig Song,2015-01-01,0.07
The Pig Song,2015-04-01,0.07
The Pig Song,2015-07-01,0.06
The Pig Song,2015-10-01,0.082
The Pig Song,2016-01-01,0.075
The Pig Song,2016-04-01,0.071
The Pig Song,2016-07-01,0.022
The Pig Song,2016-10-01,0.019
The Pig Song,2017-01-01,0.017
The Pig Song,2017-04-01,0.017
The Pig Song,2017-07-01,0.018
The Pig Song,2017-10-01,0.008
The Pig Song,2018-01-01,0.014
The Pig Song,2018-04-01,0.015
The Pig Song,2018-07-01,0.015
The Pig Song,2018-10-01,0.015
The Pig Song,2019-01-01,0.016
The Pig Song,2019-04-01,0.017
The Pig Song,2019-07-01,0.018
The Pig Song,2019-10-01,0.009
The Pig Song,2020-01-01,0.0
The Pig Song,2020-04-01,0.0
The Pig Song,2020-07-01,0.0
The Pig Song,2020-10-01,0.0
The Pig Song,2021-01-01,0.0
The Pig Song,2021-04-01,0.0
The Pig Song,2021-07-01,0.0
The Pig Song,2021-10-01,0.0
The Pig Song,2022-01-01,0.0
The Pig Song,2022-04-01,0.0
The Pig Song,2022-07-01,0.0
The Pig Song,2022-10-01,0.0
The Pig Song,2023-01-01,0.0
The Pig Song,2023-04-01,0.0
The Pig Song,2023-07-01,0.0
The Pig Song,2023-10-01,0.0
The Pig Song,2024-01-01,0.016
The Pig Song,2024-04-01,0.014
The Pig Song,2024-07-01,0.014
The Pig Song,2024-10-01,0.016
The Pig Song,2025-01-01,0.015
The Pig Song,2025-04-01,0.016
The Pig Song,2025-07-01,0.019
The Pig Song,2025-10-01,0.026
The Pig Song,2026-01-01,0.008
The Pig Song,2026-04-01,0.01
The Plague,1993-01-01,0.0
The Plague,1993-04-01,0.0
The Plague,1993-07-01,0.0
The Plague,1993-10-01,0.0
The Plague,1994-01-01,0.0
The Plague,1994-04-01,0.0
The Plague,1994-07-01,0.0
The Plague,1994-10-01,0.0
The Plague,1995-07-01,0.0
The Plague,1995-10-01,0.0
The Plague,1996-01-01,0.0
The Plague,1996-04-01,0.0
The Plague,1996-07-01,0.0
The Plague,1996-10-01,0.0
The Plague,1997-01-01,0.0
The Plague,1997-04-01,0.0
The Plague,1997-07-01,0.0
The Plague,1997-10-01,0.0
The Plague,1998-01-01,0.0
The Plague,1998-04-01,0.0
The Plague,1998-07-01,0.0
The Plague,1998-10-01,0.0
The Plague,1999-01-01,0.0
The Plague,1999-04-01,0.0
The Plague,1999-07-01,0.0
The Plague,1999-10-01,0.0
The Plague,2000-01-01,0.0
The Plague,2000-04-01,0.0
The Plague,2000-07-01,0.0
The Plague,2000-10-01,0.0
The Plague,2001-01-01,0.0
The Plague,2001-04-01,0.0
The Plague,2001-07-01,0.0
The Plague,2001-10-01,0.133
The Plague,2002-01-01,0.133
The Plague,2002-04-01,0.158
The Plague,2002-07-01,0.15
The Plague,2002-10-01,0.15
The Plague,2003-01-01,0.097
The Plague,2003-04-01,0.075
The Plague,2003-07-01,0.068
The Plague,2003-10-01,0.022
The Plague,2004-01-01,0.021
The Plague,2004-04-01,0.0
The Plague,2004-07-01,0.017
The Plague,2004-10-01,0.016
The Plague,2005-01-01,0.018
The Plague,2005-04-01,0.02
The Plague,2005-07-01,0.017
The Plague,2005-10-01,0.016
The Plague,2006-01-01,0.013
The Plague,2006-04-01,0.016
The Plague,2006-07-01,0.0
The Plague,2006-10-01,0.0
The Plague,2007-01-01,0.0
The Plague,2007-04-01,0.0
The Plague,2007-07-01,0.0
The Plague,2007-10-01,0.0
The Plague,2008-01-01,0.0
The Plague,2008-04-01,0.0
The Plague,2008-07-01,0.0
The Plague,2008-10-01,0.0
The Plague,2009-01-01,0.0
The Plague,2009-04-01,0.0
The Plague,2009-07-01,0.0
The Plague,2009-10-01,0.0
The Plague,2010-01-01,0.0
The Plague,2010-04-01,0.0
The Plague,2010-07-01,0.0
The Plague,2010-10-01,0.0
The Plague,2011-01-01,0.0
The Plague,2011-04-01,0.0
The Plague,2011-07-01,0.0
The Plague,2011-10-01,0.0
The Plague,2012-01-01,0.0
The Plague,2012-04-01,0.0
The Plague,2012-07-01,0.0
The Plague,2012-10-01,0.0
The Plague,2013-01-01,0.0
The Plague,2013-04-01,0.0
The Plague,2013-07-01,0.0
The Plague,2013-10-01,0.0
The Plague,2014-01-01,0.0
The Plague,2014-04-01,0.0
The Plague,2014-07-01,0.0
The Plague,2014-10-01,0.0
The Plague,2015-01-01,0.0
The Plague,2015-04-01,0.0
The Plague,2015-07-01,0.0
The Plague,2015-10-01,0.0
The Plague,2016-01-01,0.0
The Plague,2016-04-01,0.0
The Plague,2016-07-01,0.011
The Plague,2016-10-01,0.009
The Plague,2017-01-01,0.008
The Plague,2017-04-01,0.009
The Plague,2017-07-01,0.009
The Plague,2017-10-01,0.008
The Plague,2018-01-01,0.007
The Plague,2018-04-01,0.008
The Plague,2018-07-01,0.0
The Plague,2018-10-01,0.008
The Plague,2019-01-01,0.008
The Plague,2019-04-01,0.008
The Plague,2019-07-01,0.009
The Plague,2019-10-01,0.009
The Plague,2020-01-01,0.01
The Plague,2020-04-01,0.019
The Plague,2020-07-01,0.022
The Plague,2020-10-01,0.013
The Plague,2021-01-01,0.026
The Plague,2021-04-01,0.025
The Plague,2021-07-01,0.033
The Plague,2021-10-01,0.067
The Plague,2022-01-01,0.083
The Plague,2022-04-01,0.07
The Plague,2022-07-01,0.08
The Plague,2022-10-01,0.057
The Plague,2023-01-01,0.045
The Plague,2023-04-01,0.042
The Plague,2023-07-01,0.037
The Plague,2023-10-01,0.025
The Plague,2024-01-01,0.016
The Plague,2024-04-01,0.014
The Plague,2024-07-01,0.0
The Plague,2024-10-01,0.0
The Plague,2025-01-01,0.0
The Plague,2025-04-01,0.0
The Plague,2025-07-01,0.0
The Plague,2025-10-01,0.0
The Plague,2026-01-01,0.0
The Plague,2026-04-01,0.0
The Recognition Scene,1993-01-01,0.0
The Recognition Scene,1993-04-01,0.0
The Recognition Scene,1993-07-01,0.0
The Recognition Scene,1993-10-01,0.0
The Recognition Scene,1994-01-01,0.0
The Recognition Scene,1994-04-01,0.0
The Recognition Scene,1994-07-01,0.0
The Recognition Scene,1994-10-01,0.0
The Recognition Scene,1995-07-01,0.3
The Recognition Scene,1995-10-01,0.273
The Recognition Scene,1996-01-01,0.273
The Recognition Scene,1996-04-01,0.4
The Recognition Scene,1996-07-01,0.4
The Recognition Scene,1996-10-01,0.545
The Recognition Scene,1997-01-01,0.516
The Recognition Scene,1997-04-01,0.5
The Recognition Scene,1997-07-01,0.5
The Recognition Scene,1997-10-01,0.5
The Recognition Scene,1998-01-01,0.5
The Recognition Scene,1998-04-01,0.483
The Recognition Scene,1998-07-01,0.486
The Recognition Scene,1998-10-01,0.452
The Recognition Scene,1999-01-01,0.478
The Recognition Scene,1999-04-01,0.5
The Recognition Scene,1999-07-01,0.556
The Recognition Scene,1999-10-01,0.579
The Recognition Scene,2000-01-01,0.526
The Recognition Scene,2000-04-01,0.5
The Recognition Scene,2000-07-01,0.5
The Recognition Scene,2000-10-01,0.5
The Recognition Scene,2001-01-01,0.438
The Recognition Scene,2001-04-01,0.417
The Recognition Scene,2001-07-01,0.333
The Recognition Scene,2001-10-01,0.267
The Recognition Scene,2002-01-01,0.267
The Recognition Scene,2002-04-01,0.211
The Recognition Scene,2002-07-01,0.2
The Recognition Scene,2002-10-01,0.15
The Recognition Scene,2003-01-01,0.129
The Recognition Scene,2003-04-01,0.1
The Recognition Scene,2003-07-01,0.159
The Recognition Scene,2003-10-01,0.174
The Recognition Scene,2004-01-01,0.17
The Recognition Scene,2004-04-01,0.127
The Recognition Scene,2004-07-01,0.117
The Recognition Scene,2004-10-01,0.113
The Recognition Scene,2005-01-01,0.089
The Recognition Scene,2005-04-01,0.08
The Recognition Scene,2005-07-01,0.017
The Recognition Scene,2005-10-01,0.016
The Recognition Scene,2006-01-01,0.013
The Recognition Scene,2006-04-01,0.016
The Recognition Scene,2006-07-01,0.016
The Recognition Scene,2006-10-01,0.013
The Recognition Scene,2007-01-01,0.024
The Recognition Scene,2007-04-01,0.042
The Recognition Scene,2007-07-01,0.046
The Recognition Scene,2007-10-01,0.056
The Recognition Scene,2008-01-01,0.077
The Recognition Scene,2008-04-01,0.08
The Recognition Scene,2008-07-01,0.082
The Recognition Scene,2008-10-01,0.094
The Recognition Scene,2009-01-01,0.08
The Recognition Scene,2009-04-01,0.071
The Recognition Scene,2009-07-01,0.073
The Recognition Scene,2009-10-01,0.069
The Recognition Scene,2010-01-01,0.044
The Recognition Scene,2010-04-01,0.041
The Recognition Scene,2010-07-01,0.034
The Recognition Scene,2010-10-01,0.05
The Recognition Scene,2011-01-01,0.061
The Recognition Scene,2011-04-01,0.053
The Recognition Scene,2011-07-01,0.033
The Recognition Scene,2011-10-01,0.031
The Recognition Scene,2012-01-01,0.037
The Recognition Scene,2012-04-01,0.025
The Recognition Scene,2012-07-01,0.026
The Recognition Scene,2012-10-01,0.017
The Recognition Scene,2013-01-01,0.007
The Recognition Scene,2013-04-01,0.008
The Recognition Scene,2013-07-01,0.016
The Recognition Scene,2013-10-01,0.017
The Recognition Scene,2014-01-01,0.016
The Recognition Scene,2014-04-01,0.028
The Recognition Scene,2014-07-01,0.045
The Recognition Scene,2014-10-01,0.038
The Recognition Scene,2015-01-01,0.056
The Recognition Scene,2015-04-01,0.056
The Recognition Scene,2015-07-01,0.036
The Recognition Scene,2015-10-01,0.035
The Recognition Scene,2016-01-01,0.043
The Recognition Scene,2016-04-01,0.031
The Recognition Scene,2016-07-01,0.011
The Recognition Scene,2016-10-01,0.009
The Recognition Scene,2017-01-01,0.008
The Recognition Scene,2017-04-01,0.009
The Recognition Scene,2017-07-01,0.035
The Recognition Scene,2017-10-01,0.03
The Recognition Scene,2018-01-01,0.029
The Recognition Scene,2018-04-01,0.03
The Recognition Scene,2018-07-01,0.031
The Recognition Scene,2018-10-01,0.031
The Recognition Scene,2019-01-01,0.033
The Recognition Scene,2019-04-01,0.033
The Recognition Scene,2019-07-01,0.009
The Recognition Scene,2019-10-01,0.026
The Recognition Scene,2020-01-01,0.029
The Recognition Scene,2020-04-01,0.029
The Recognition Scene,2020-07-01,0.033
The Recognition Scene,2020-10-01,0.039
The Recognition Scene,2021-01-01,0.039
The Recognition Scene,2021-04-01,0.038
The Recognition Scene,2021-07-01,0.05
The Recognition Scene,2021-10-01,0.033
The Recognition Scene,2022-01-01,0.017
The Recognition Scene,2022-04-01,0.018
The Recognition Scene,2022-07-01,0.013
The Recognition Scene,2022-10-01,0.019
The Recognition Scene,2023-01-01,0.018
The Recognition Scene,2023-04-01,0.033
The Recognition Scene,2023-07-01,0.03
The Recognition Scene,2023-10-01,0.033
The Recognition Scene,2024-01-01,0.032
The Recognition Scene,2024-04-01,0.028
The Recognition Scene,2024-07-01,0.028
The Recognition Scene,2024-10-01,0.024
The Recognition Scene,2025-01-01,0.029
The Recognition Scene,2025-04-01,0.016
The Recognition Scene,2025-07-01,0.019
The Recognition Scene,2025-10-01,0.009
The Recognition Scene,2026-01-01,0.017
The Recognition Scene,2026-04-01,0.02
The River Song,1993-01-01,0.125
The River Song,1993-04-01,0.111
The River Song,1993-07-01,0.111
The River Song,1993-10-01,0.111
The River Song,1994-01-01,0.111
The River Song,1994-04-01,0.111
The River Song,1994-07-01,0.125
The River Song,1994-10-01,0.0
The River Song,1995-07-01,0.0
The River Song,1995-10-01,0.091
The River Song,1996-01-01,0.091
The River Song,1996-04-01,0.05
The River Song,1996-07-01,0.05
The River Song,1996-10-01,0.045
The River Song,1997-01-01,0.032
The River Song,1997-04-01,0.031
The River Song,1997-07-01,0.029
The River Song,1997-10-01,0.0
The River Song,1998-01-01,0.0
The River Song,1998-04-01,0.0
The River Song,1998-07-01,0.0
The River Song,1998-10-01,0.0
The River Song,1999-01-01,0.0
The River Song,1999-04-01,0.0
The River Song,1999-07-01,0.0
The River Song,1999-10-01,0.0
The River Song,2000-01-01,0.0
The River Song,2000-04-01,0.05
The River Song,2000-07-01,0.071
The River Song,2000-10-01,0.071
The River Song,2001-01-01,0.188
The River Song,2001-04-01,0.25
The River Song,2001-07-01,0.2
The River Song,2001-10-01,0.2
The River Song,2002-01-01,0.2
The River Song,2002-04-01,0.158
The River Song,2002-07-01,0.15
The River Song,2002-10-01,0.15
The River Song,2003-01-01,0.065
The River Song,2003-04-01,0.075
The River Song,2003-07-01,0.068
The River Song,2003-10-01,0.087
The River Song,2004-01-01,0.085
The River Song,2004-04-01,0.055
The River Song,2004-07-01,0.05
The River Song,2004-10-01,0.048
The River Song,2005-01-01,0.036
The River Song,2005-04-01,0.02
The River Song,2005-07-01,0.0
The River Song,2005-10-01,0.0
The River Song,2006-01-01,0.0
The River Song,2006-04-01,0.0
The River Song,2006-07-01,0.0
The River Song,2006-10-01,0.0
The River Song,2007-01-01,0.0
The River Song,2007-04-01,0.0
The River Song,2007-07-01,0.011
The River Song,2007-10-01,0.011
The River Song,2008-01-01,0.011
The River Song,2008-04-01,0.009
The River Song,2008-07-01,0.018
The River Song,2008-10-01,0.021
The River Song,2009-01-01,0.027
The River Song,2009-04-01,0.027
The River Song,2009-07-01,0.018
The River Song,2009-10-01,0.02
The River Song,2010-01-01,0.027
The River Song,2010-04-01,0.031
The River Song,2010-07-01,0.017
The River Song,2010-10-01,0.017
The River Song,2011-01-01,0.061
The River Song,2011-04-01,0.063
The River Song,2011-07-01,0.05
The River Song,2011-10-01,0.046
The River Song,2012-01-01,0.047
The River Song,2012-04-01,0.042
The River Song,2012-07-01,0.043
The River Song,2012-10-01,0.043
The River Song,2013-01-01,0.0
The River Song,2013-04-01,0.0
The River Song,2013-07-01,0.0
The River Song,2013-10-01,0.0
The River Song,2014-01-01,0.0
The River Song,2014-04-01,0.0
The River Song,2014-07-01,0.0
The River Song,2014-10-01,0.0
The River Song,2015-01-01,0.0
The River Song,2015-04-01,0.0
The River Song,2015-07-01,0.0
The River Song,2015-10-01,0.0
The River Song,2016-01-01,0.0
The River Song,2016-04-01,0.0
The River Song,2016-07-01,0.0
The River Song,2016-10-01,0.0
The River Song,2017-01-01,0.0
The River Song,2017-04-01,0.0
The River Song,2017-07-01,0.0
The River Song,2017-10-01,0.008
The River Song,2018-01-01,0.007
The River Song,2018-04-01,0.008
The River Song,2018-07-01,0.008
The River Song,2018-10-01,0.008
The River Song,2019-01-01,0.008
The River Song,2019-04-01,0.008
The River Song,2019-07-01,0.009
The River Song,2019-10-01,0.009
The River Song,2020-01-01,0.01
The River Song,2020-04-01,0.01
The River Song,2020-07-01,0.011
The River Song,2020-10-01,0.013
The River Song,2021-01-01,0.013
The River Song,2021-04-01,0.013
The River Song,2021-07-01,0.017
The River Song,2021-10-01,0.0
The River Song,2022-01-01,0.0
The River Song,2022-04-01,0.0
The River Song,2022-07-01,0.0
The River Song,2022-10-01,0.0
The River Song,2023-01-01,0.0
The River Song,2023-04-01,0.008
The River Song,2023-07-01,0.007
The River Song,2023-10-01,0.017
The River Song,2024-01-01,0.016
The River Song,2024-04-01,0.014
The River Song,2024-07-01,0.014
The River Song,2024-10-01,0.016
The River Song,2025-01-01,0.015
The River Song,2025-04-01,0.008
The River Song,2025-07-01,0.009
The River Song,2025-10-01,0.0
The River Song,2026-01-01,0.0
The River Song,2026-04-01,0.0
The Sign,1993-01-01,0.0
The Sign,1993-04-01,0.0
The Sign,1993-07-01,0.0
The Sign,1993-10-01,0.0
The Sign,1994-01-01,0.0
The Sign,1994-04-01,0.0
The Sign,1994-07-01,0.0
The Sign,1994-10-01,0.125
The Sign,1995-07-01,0.5
The Sign,1995-10-01,0.455
The Sign,1996-01-01,0.455
The Sign,1996-04-01,0.45
The Sign,1996-07-01,0.45
The Sign,1996-10-01,0.545
The Sign,1997-01-01,0.419
The Sign,1997-04-01,0.375
The Sign,1997-07-01,0.294
The Sign,1997-10-01,0.324
The Sign,1998-01-01,0.333
The Sign,1998-04-01,0.276
The Sign,1998-07-01,0.229
The Sign,1998-10-01,0.161
The Sign,1999-01-01,0.174
The Sign,1999-04-01,0.154
The Sign,1999-07-01,0.167
The Sign,1999-10-01,0.158
The Sign,2000-01-01,0.105
The Sign,2000-04-01,0.1
The Sign,2000-07-01,0.143
The Sign,2000-10-01,0.143
The Sign,2001-01-01,0.125
The Sign,2001-04-01,0.25
The Sign,2001-07-01,0.4
The Sign,2001-10-01,0.4
The Sign,2002-01-01,0.467
The Sign,2002-04-01,0.474
The Sign,2002-07-01,0.45
The Sign,2002-10-01,0.4
The Sign,2003-01-01,0.323
The Sign,2003-04-01,0.275
The Sign,2003-07-01,0.182
The Sign,2003-10-01,0.152
The Sign,2004-01-01,0.128
The Sign,2004-04-01,0.073
The Sign,2004-07-01,0.067
The Sign,2004-10-01,0.065
The Sign,2005-01-01,0.054
The Sign,2005-04-01,0.02
The Sign,2005-07-01,0.017
The Sign,2005-10-01,0.016
The Sign,2006-01-01,0.013
The Sign,2006-04-01,0.016
The Sign,2006-07-01,0.016
The Sign,2006-10-01,0.013
The Sign,2007-01-01,0.0
The Sign,2007-04-01,0.0
The Sign,2007-07-01,0.011
The Sign,2007-10-01,0.022
The Sign,2008-01-01,0.033
The Sign,2008-04-01,0.036
The Sign,2008-07-01,0.036
The Sign,2008-10-01,0.042
The Sign,2009-01-01,0.044
The Sign,2009-04-01,0.062
The Sign,2009-07-01,0.055
The Sign,2009-10-01,0.04
The Sign,2010-01-01,0.053
The Sign,2010-04-01,0.051
The Sign,2010-07-01,0.051
The Sign,2010-10-01,0.05
The Sign,2011-01-01,0.051
The Sign,2011-04-01,0.042
The Sign,2011-07-01,0.041
The Sign,2011-10-01,0.038
The Sign,2012-01-01,0.028
The Sign,2012-04-01,0.025
The Sign,2012-07-01,0.017
The Sign,2012-10-01,0.017
The Sign,2013-01-01,0.014
The Sign,2013-04-01,0.015
The Sign,2013-07-01,0.016
The Sign,2013-10-01,0.017
The Sign,2014-01-01,0.016
The Sign,2014-04-01,0.019
The Sign,2014-07-01,0.018
The Sign,2014-10-01,0.019
The Sign,2015-01-01,0.028
The Sign,2015-04-01,0.014
The Sign,2015-07-01,0.0
The Sign,2015-10-01,0.0
The Sign,2016-01-01,0.0
The Sign,2016-04-01,0.0
The Sign,2016-07-01,0.0
The Sign,2016-10-01,0.009
The Sign,2017-01-01,0.008
The Sign,2017-04-01,0.009
The Sign,2017-07-01,0.009
The Sign,2017-10-01,0.015
The Sign,2018-01-01,0.014
The Sign,2018-04-01,0.015
The Sign,2018-07-01,0.015
The Sign,2018-10-01,0.008
The Sign,2019-01-01,0.008
The Sign,2019-04-01,0.008
The Sign,2019-07-01,0.009
The Sign,2019-10-01,0.0
The Sign,2020-01-01,0.01
The Sign,2020-04-01,0.01
The Sign,2020-07-01,0.011
The Sign,2020-10-01,0.013
The Sign,2021-01-01,0.013
The Sign,2021-04-01,0.013
The Sign,2021-07-01,0.017
The Sign,2021-10-01,0.017
The Sign,2022-01-01,0.0
The Sign,2022-04-01,0.0
The Sign,2022-07-01,0.0
The Sign,2022-10-01,0.0
The Sign,2023-01-01,0.0
The Sign,2023-04-01,0.0
The Sign,2023-07-01,0.0
The Sign,2023-10-01,0.0
The Sign,2024-01-01,0.0
The Sign,2024-04-01,0.0
The Sign,2024-07-01,0.0
The Sign,2024-10-01,0.0
The Sign,2025-01-01,0.0
The Sign,2025-04-01,0.0
The Sign,2025-07-01,0.0
The Sign,2025-10-01,0.0
The Sign,2026-01-01,0.0
The Sign,2026-04-01,0.0
The Slow Parts on Death Metal Albums,1993-01-01,0.0
The Slow Parts on Death Metal Albums,1993-04-01,0.0
The Slow Parts on Death Metal Albums,1993-07-01,0.0
The Slow Parts on Death Metal Albums,1993-10-01,0.0
The Slow Parts on Death Metal Albums,1994-01-01,0.0
The Slow Parts on Death Metal Albums,1994-04-01,0.0
The Slow Parts on Death Metal Albums,1994-07-01,0.0
The Slow Parts on Death Metal Albums,1994-10-01,0.0
The Slow Parts on Death Metal Albums,1995-07-01,0.0
The Slow Parts on Death Metal Albums,1995-10-01,0.0
The Slow Parts on Death Metal Albums,1996-01-01,0.0
The Slow Parts on Death Metal Albums,1996-04-01,0.0
The Slow Parts on Death Metal Albums,1996-07-01,0.0
The Slow Parts on Death Metal Albums,1996-10-01,0.0
The Slow Parts on Death Metal Albums,1997-01-01,0.0
The Slow Parts on Death Metal Albums,1997-04-01,0.0
The Slow Parts on Death Metal Albums,1997-07-01,0.0
The Slow Parts on Death Metal Albums,1997-10-01,0.0
The Slow Parts on Death Metal Albums,1998-01-01,0.0
The Slow Parts on Death Metal Albums,1998-04-01,0.0
The Slow Parts on Death Metal Albums,1998-07-01,0.0
The Slow Parts on Death Metal Albums,1998-10-01,0.0
The Slow Parts on Death Metal Albums,1999-01-01,0.0
The Slow Parts on Death Metal Albums,1999-04-01,0.0
The Slow Parts on Death Metal Albums,1999-07-01,0.0
The Slow Parts on Death Metal Albums,1999-10-01,0.0
The Slow Parts on Death Metal Albums,2000-01-01,0.0
